student_id,year,grade,class,gender
268,2021,10,10A,Female
289,2021,10,10B,Male
323,2021,10,10C,Female
348,2021,10,10D,Female
257,2021,10,10A,Male
331,2021,10,10D,Male
358,2021,10,10E,Female
361,2021,10,10E,Female
305,2021,10,10C,Female
301,2021,10,10C,Male
334,2021,10,10D,Male
297,2021,10,10B,Female
335,2021,10,10D,Female
312,2021,10,10C,Male
372,2021,10,10E,Female
330,2021,10,10D,Female
349,2021,10,10D,Female
292,2021,10,10B,Male
309,2021,10,10C,Female
341,2021,10,10D,Male
299,2021,10,10B,Male
339,2021,10,10D,Female
371,2021,10,10E,Female
308,2021,10,10C,Female
326,2021,10,10D,Female
283,2021,10,10B,Female
368,2021,10,10E,Female
310,2021,10,10C,Female
314,2021,10,10C,Male
355,2021,10,10E,Female
288,2021,10,10B,Male
280,2021,10,10B,Female
362,2021,10,10E,Male
252,2021,10,10A,Male
303,2021,10,10C,Male
272,2021,10,10A,Female
253,2021,10,10A,Female
274,2021,10,10A,Female
354,2021,10,10E,Female
350,2021,10,10D,Male
338,2021,10,10D,Male
364,2021,10,10E,Female
325,2021,10,10C,Female
337,2021,10,10D,Male
333,2021,10,10D,Female
375,2021,10,10E,Male
271,2021,10,10A,Female
311,2021,10,10C,Female
766,2021,10,10A,Male
767,2021,10,10B,Male
768,2021,10,10C,Female
769,2021,10,10D,Female
770,2021,10,10E,Male
394,2021,11,11A,Female
418,2021,11,11B,Female
412,2021,11,11B,Female
452,2021,11,11D,Female
429,2021,11,11C,Male
467,2021,11,11D,Female
432,2021,11,11C,Female
499,2021,11,11E,Male
469,2021,11,11D,Male
380,2021,11,11A,Male
403,2021,11,11B,Male
492,2021,11,11E,Male
420,2021,11,11B,Female
472,2021,11,11D,Female
395,2021,11,11A,Male
453,2021,11,11D,Female
386,2021,11,11A,Female
477,2021,11,11E,Male
387,2021,11,11A,Male
490,2021,11,11E,Male
423,2021,11,11B,Female
454,2021,11,11D,Female
376,2021,11,11A,Female
402,2021,11,11B,Female
407,2021,11,11B,Female
443,2021,11,11C,Male
388,2021,11,11A,Male
400,2021,11,11A,Male
421,2021,11,11B,Female
484,2021,11,11E,Female
465,2021,11,11D,Female
449,2021,11,11C,Male
440,2021,11,11C,Male
391,2021,11,11A,Male
488,2021,11,11E,Female
398,2021,11,11A,Female
416,2021,11,11B,Male
457,2021,11,11D,Female
461,2021,11,11D,Female
406,2021,11,11B,Female
470,2021,11,11D,Female
431,2021,11,11C,Male
385,2021,11,11A,Male
409,2021,11,11B,Female
438,2021,11,11C,Female
401,2021,11,11B,Female
495,2021,11,11E,Male
404,2021,11,11B,Male
442,2021,11,11C,Female
498,2021,11,11E,Female
381,2021,11,11A,Female
441,2021,11,11C,Male
446,2021,11,11C,Male
415,2021,11,11B,Male
425,2021,11,11B,Female
411,2021,11,11B,Male
392,2021,11,11A,Male
444,2021,11,11C,Female
410,2021,11,11B,Female
491,2021,11,11E,Female
383,2021,11,11A,Female
494,2021,11,11E,Female
419,2021,11,11B,Female
471,2021,11,11D,Male
445,2021,11,11C,Female
476,2021,11,11E,Female
481,2021,11,11E,Female
384,2021,11,11A,Male
389,2021,11,11A,Male
485,2021,11,11E,Male
379,2021,11,11A,Female
393,2021,11,11A,Female
414,2021,11,11B,Male
448,2021,11,11C,Female
473,2021,11,11D,Male
382,2021,11,11A,Female
456,2021,11,11D,Male
483,2021,11,11E,Male
486,2021,11,11E,Female
430,2021,11,11C,Female
426,2021,11,11C,Male
459,2021,11,11D,Male
422,2021,11,11B,Female
460,2021,11,11D,Male
437,2021,11,11C,Female
497,2021,11,11E,Male
455,2021,11,11D,Male
474,2021,11,11D,Female
417,2021,11,11B,Male
434,2021,11,11C,Female
466,2021,11,11D,Male
424,2021,11,11B,Male
464,2021,11,11D,Male
496,2021,11,11E,Male
433,2021,11,11C,Male
451,2021,11,11D,Female
408,2021,11,11B,Female
493,2021,11,11E,Male
435,2021,11,11C,Female
439,2021,11,11C,Male
480,2021,11,11E,Female
413,2021,11,11B,Female
405,2021,11,11B,Female
487,2021,11,11E,Male
377,2021,11,11A,Female
428,2021,11,11C,Female
397,2021,11,11A,Female
378,2021,11,11A,Male
399,2021,11,11A,Female
479,2021,11,11E,Male
475,2021,11,11D,Male
463,2021,11,11D,Female
489,2021,11,11E,Male
450,2021,11,11C,Female
462,2021,11,11D,Male
458,2021,11,11D,Female
500,2021,11,11E,Female
396,2021,11,11A,Female
436,2021,11,11C,Female
771,2021,11,11A,Male
772,2021,11,11B,Male
773,2021,11,11C,Male
774,2021,11,11D,Female
775,2021,11,11E,Female
519,2021,12,12A,Female
543,2021,12,12B,Male
537,2021,12,12B,Female
577,2021,12,12D,Male
554,2021,12,12C,Female
592,2021,12,12D,Female
557,2021,12,12C,Female
624,2021,12,12E,Female
594,2021,12,12D,Female
505,2021,12,12A,Male
528,2021,12,12B,Female
617,2021,12,12E,Male
545,2021,12,12B,Male
597,2021,12,12D,Male
520,2021,12,12A,Female
578,2021,12,12D,Female
511,2021,12,12A,Male
602,2021,12,12E,Female
512,2021,12,12A,Female
615,2021,12,12E,Female
548,2021,12,12B,Female
579,2021,12,12D,Female
501,2021,12,12A,Male
527,2021,12,12B,Male
532,2021,12,12B,Female
568,2021,12,12C,Female
513,2021,12,12A,Male
525,2021,12,12A,Female
546,2021,12,12B,Female
609,2021,12,12E,Female
590,2021,12,12D,Male
574,2021,12,12C,Female
565,2021,12,12C,Female
516,2021,12,12A,Male
613,2021,12,12E,Female
523,2021,12,12A,Female
541,2021,12,12B,Male
582,2021,12,12D,Male
586,2021,12,12D,Male
531,2021,12,12B,Male
595,2021,12,12D,Female
556,2021,12,12C,Female
510,2021,12,12A,Female
534,2021,12,12B,Male
563,2021,12,12C,Male
526,2021,12,12B,Male
620,2021,12,12E,Male
529,2021,12,12B,Female
567,2021,12,12C,Female
623,2021,12,12E,Male
506,2021,12,12A,Male
566,2021,12,12C,Female
571,2021,12,12C,Female
540,2021,12,12B,Female
550,2021,12,12B,Male
536,2021,12,12B,Female
517,2021,12,12A,Female
569,2021,12,12C,Male
535,2021,12,12B,Male
616,2021,12,12E,Male
508,2021,12,12A,Male
619,2021,12,12E,Male
544,2021,12,12B,Female
596,2021,12,12D,Female
570,2021,12,12C,Male
601,2021,12,12E,Male
606,2021,12,12E,Male
509,2021,12,12A,Female
514,2021,12,12A,Female
610,2021,12,12E,Female
504,2021,12,12A,Female
518,2021,12,12A,Female
539,2021,12,12B,Male
573,2021,12,12C,Male
598,2021,12,12D,Male
507,2021,12,12A,Female
581,2021,12,12D,Female
608,2021,12,12E,Female
611,2021,12,12E,Male
555,2021,12,12C,Male
551,2021,12,12C,Male
584,2021,12,12D,Female
547,2021,12,12B,Male
585,2021,12,12D,Female
562,2021,12,12C,Male
622,2021,12,12E,Female
580,2021,12,12D,Female
599,2021,12,12D,Female
542,2021,12,12B,Female
559,2021,12,12C,Female
591,2021,12,12D,Male
549,2021,12,12B,Female
589,2021,12,12D,Female
621,2021,12,12E,Female
558,2021,12,12C,Female
576,2021,12,12D,Female
533,2021,12,12B,Male
618,2021,12,12E,Female
560,2021,12,12C,Female
564,2021,12,12C,Male
605,2021,12,12E,Male
538,2021,12,12B,Male
530,2021,12,12B,Female
612,2021,12,12E,Female
502,2021,12,12A,Male
553,2021,12,12C,Male
522,2021,12,12A,Male
503,2021,12,12A,Male
524,2021,12,12A,Male
604,2021,12,12E,Female
600,2021,12,12D,Female
588,2021,12,12D,Male
614,2021,12,12E,Female
575,2021,12,12C,Male
587,2021,12,12D,Female
583,2021,12,12D,Female
625,2021,12,12E,Male
521,2021,12,12A,Female
561,2021,12,12C,Female
776,2021,12,12A,Male
777,2021,12,12B,Male
778,2021,12,12C,Female
779,2021,12,12D,Female
780,2021,12,12E,Male
781,2022,7,7A,Male
782,2022,7,7B,Male
783,2022,7,7C,Female
784,2022,7,7D,Female
785,2022,7,7E,Female
752,2022,8,8B,Male
755,2022,8,8E,Female
753,2022,8,8C,Female
751,2022,8,8A,Female
754,2022,8,8D,Female
786,2022,8,8A,Male
787,2022,8,8B,Male
788,2022,8,8C,Female
789,2022,8,8D,Female
790,2022,8,8E,Male
12,2022,9,9A,Male
10,2022,9,9A,Female
41,2022,9,9B,Male
81,2022,9,9D,Male
40,2022,9,9B,Male
91,2022,9,9D,Female
17,2022,9,9A,Female
759,2022,9,9D,Male
758,2022,9,9C,Male
54,2022,9,9C,Female
25,2022,9,9A,Female
38,2022,9,9B,Male
63,2022,9,9C,Male
76,2022,9,9D,Female
115,2022,9,9E,Male
108,2022,9,9E,Female
28,2022,9,9B,Female
105,2022,9,9E,Female
117,2022,9,9E,Male
75,2022,9,9C,Male
29,2022,9,9B,Female
111,2022,9,9E,Female
19,2022,9,9A,Female
13,2022,9,9A,Male
74,2022,9,9C,Female
9,2022,9,9A,Male
45,2022,9,9B,Female
32,2022,9,9B,Male
26,2022,9,9B,Female
3,2022,9,9A,Male
59,2022,9,9C,Male
73,2022,9,9C,Male
70,2022,9,9C,Female
78,2022,9,9D,Female
88,2022,9,9D,Male
1,2022,9,9A,Male
95,2022,9,9D,Female
84,2022,9,9D,Female
122,2022,9,9E,Male
90,2022,9,9D,Female
121,2022,9,9E,Female
36,2022,9,9B,Male
5,2022,9,9A,Male
16,2022,9,9A,Male
44,2022,9,9B,Female
68,2022,9,9C,Male
61,2022,9,9C,Male
46,2022,9,9B,Female
106,2022,9,9E,Female
49,2022,9,9B,Female
92,2022,9,9D,Female
101,2022,9,9E,Male
4,2022,9,9A,Male
31,2022,9,9B,Male
123,2022,9,9E,Female
23,2022,9,9A,Female
11,2022,9,9A,Male
14,2022,9,9A,Male
113,2022,9,9E,Female
87,2022,9,9D,Female
124,2022,9,9E,Male
21,2022,9,9A,Female
34,2022,9,9B,Female
58,2022,9,9C,Male
110,2022,9,9E,Male
104,2022,9,9E,Female
2,2022,9,9A,Female
94,2022,9,9D,Female
97,2022,9,9D,Female
83,2022,9,9D,Male
77,2022,9,9D,Female
102,2022,9,9E,Female
86,2022,9,9D,Male
39,2022,9,9B,Male
33,2022,9,9B,Female
57,2022,9,9C,Female
51,2022,9,9C,Male
756,2022,9,9A,Female
60,2022,9,9C,Male
50,2022,9,9B,Female
6,2022,9,9A,Female
85,2022,9,9D,Male
120,2022,9,9E,Male
62,2022,9,9C,Male
119,2022,9,9E,Female
757,2022,9,9B,Female
55,2022,9,9C,Male
118,2022,9,9E,Female
56,2022,9,9C,Female
35,2022,9,9B,Female
67,2022,9,9C,Female
42,2022,9,9B,Male
53,2022,9,9C,Male
69,2022,9,9C,Female
7,2022,9,9A,Male
65,2022,9,9C,Male
125,2022,9,9E,Male
116,2022,9,9E,Female
96,2022,9,9D,Female
24,2022,9,9A,Female
82,2022,9,9D,Female
109,2022,9,9E,Female
100,2022,9,9D,Male
43,2022,9,9B,Female
71,2022,9,9C,Female
79,2022,9,9D,Male
37,2022,9,9B,Female
27,2022,9,9B,Female
112,2022,9,9E,Male
64,2022,9,9C,Male
99,2022,9,9D,Female
114,2022,9,9E,Female
98,2022,9,9D,Female
80,2022,9,9D,Female
47,2022,9,9B,Female
760,2022,9,9E,Male
48,2022,9,9B,Male
8,2022,9,9A,Male
791,2022,9,9A,Female
792,2022,9,9B,Female
793,2022,9,9C,Male
794,2022,9,9D,Female
795,2022,9,9E,Male
137,2022,10,10A,Male
135,2022,10,10A,Male
166,2022,10,10B,Male
206,2022,10,10D,Male
165,2022,10,10B,Female
216,2022,10,10D,Male
142,2022,10,10A,Male
764,2022,10,10D,Female
763,2022,10,10C,Male
179,2022,10,10C,Male
150,2022,10,10A,Female
163,2022,10,10B,Female
188,2022,10,10C,Male
201,2022,10,10D,Male
240,2022,10,10E,Female
233,2022,10,10E,Female
153,2022,10,10B,Male
230,2022,10,10E,Male
242,2022,10,10E,Male
200,2022,10,10C,Male
154,2022,10,10B,Male
236,2022,10,10E,Female
144,2022,10,10A,Female
138,2022,10,10A,Male
199,2022,10,10C,Male
134,2022,10,10A,Male
170,2022,10,10B,Female
157,2022,10,10B,Male
151,2022,10,10B,Male
128,2022,10,10A,Male
184,2022,10,10C,Male
198,2022,10,10C,Female
195,2022,10,10C,Male
203,2022,10,10D,Male
213,2022,10,10D,Male
126,2022,10,10A,Female
220,2022,10,10D,Male
209,2022,10,10D,Female
247,2022,10,10E,Male
215,2022,10,10D,Male
246,2022,10,10E,Female
161,2022,10,10B,Male
130,2022,10,10A,Female
141,2022,10,10A,Female
169,2022,10,10B,Male
193,2022,10,10C,Male
186,2022,10,10C,Male
171,2022,10,10B,Female
231,2022,10,10E,Female
174,2022,10,10B,Female
217,2022,10,10D,Female
226,2022,10,10E,Female
129,2022,10,10A,Female
156,2022,10,10B,Female
248,2022,10,10E,Male
148,2022,10,10A,Male
136,2022,10,10A,Male
139,2022,10,10A,Male
238,2022,10,10E,Female
212,2022,10,10D,Male
249,2022,10,10E,Male
146,2022,10,10A,Male
159,2022,10,10B,Male
183,2022,10,10C,Female
235,2022,10,10E,Female
229,2022,10,10E,Male
127,2022,10,10A,Female
219,2022,10,10D,Female
222,2022,10,10D,Male
208,2022,10,10D,Female
202,2022,10,10D,Female
227,2022,10,10E,Male
211,2022,10,10D,Male
164,2022,10,10B,Female
158,2022,10,10B,Female
182,2022,10,10C,Male
176,2022,10,10C,Female
761,2022,10,10A,Female
185,2022,10,10C,Male
175,2022,10,10B,Female
131,2022,10,10A,Female
210,2022,10,10D,Male
245,2022,10,10E,Male
187,2022,10,10C,Female
244,2022,10,10E,Male
762,2022,10,10B,Female
180,2022,10,10C,Male
243,2022,10,10E,Female
181,2022,10,10C,Male
160,2022,10,10B,Female
192,2022,10,10C,Male
167,2022,10,10B,Female
178,2022,10,10C,Male
194,2022,10,10C,Male
132,2022,10,10A,Male
190,2022,10,10C,Female
250,2022,10,10E,Male
241,2022,10,10E,Female
221,2022,10,10D,Male
149,2022,10,10A,Male
207,2022,10,10D,Female
234,2022,10,10E,Female
225,2022,10,10D,Female
168,2022,10,10B,Male
196,2022,10,10C,Female
204,2022,10,10D,Male
162,2022,10,10B,Male
152,2022,10,10B,Male
237,2022,10,10E,Female
189,2022,10,10C,Male
224,2022,10,10D,Female
239,2022,10,10E,Male
223,2022,10,10D,Female
205,2022,10,10D,Female
172,2022,10,10B,Male
765,2022,10,10E,Male
173,2022,10,10B,Male
133,2022,10,10A,Male
796,2022,10,10A,Male
797,2022,10,10B,Male
798,2022,10,10C,Male
799,2022,10,10D,Male
800,2022,10,10E,Male
262,2022,11,11A,Female
260,2022,11,11A,Male
291,2022,11,11B,Male
331,2022,11,11D,Male
290,2022,11,11B,Female
341,2022,11,11D,Male
267,2022,11,11A,Female
769,2022,11,11D,Female
768,2022,11,11C,Female
304,2022,11,11C,Female
275,2022,11,11A,Male
288,2022,11,11B,Male
313,2022,11,11C,Female
326,2022,11,11D,Female
365,2022,11,11E,Male
358,2022,11,11E,Female
278,2022,11,11B,Female
355,2022,11,11E,Female
367,2022,11,11E,Female
325,2022,11,11C,Female
279,2022,11,11B,Male
361,2022,11,11E,Female
269,2022,11,11A,Male
263,2022,11,11A,Male
324,2022,11,11C,Female
259,2022,11,11A,Female
295,2022,11,11B,Female
282,2022,11,11B,Female
276,2022,11,11B,Female
253,2022,11,11A,Female
309,2022,11,11C,Female
323,2022,11,11C,Female
320,2022,11,11C,Female
328,2022,11,11D,Male
338,2022,11,11D,Male
251,2022,11,11A,Female
345,2022,11,11D,Male
334,2022,11,11D,Male
372,2022,11,11E,Female
340,2022,11,11D,Female
371,2022,11,11E,Female
286,2022,11,11B,Male
255,2022,11,11A,Male
266,2022,11,11A,Female
294,2022,11,11B,Female
318,2022,11,11C,Male
311,2022,11,11C,Female
296,2022,11,11B,Female
356,2022,11,11E,Male
299,2022,11,11B,Male
342,2022,11,11D,Female
351,2022,11,11E,Female
254,2022,11,11A,Male
281,2022,11,11B,Female
373,2022,11,11E,Female
273,2022,11,11A,Female
261,2022,11,11A,Male
264,2022,11,11A,Male
363,2022,11,11E,Male
337,2022,11,11D,Male
374,2022,11,11E,Female
271,2022,11,11A,Female
284,2022,11,11B,Male
308,2022,11,11C,Female
360,2022,11,11E,Male
354,2022,11,11E,Female
252,2022,11,11A,Male
344,2022,11,11D,Female
347,2022,11,11D,Male
333,2022,11,11D,Female
327,2022,11,11D,Male
352,2022,11,11E,Male
336,2022,11,11D,Female
289,2022,11,11B,Male
283,2022,11,11B,Female
307,2022,11,11C,Female
301,2022,11,11C,Male
766,2022,11,11A,Male
310,2022,11,11C,Female
300,2022,11,11B,Female
256,2022,11,11A,Male
335,2022,11,11D,Female
370,2022,11,11E,Male
312,2022,11,11C,Male
369,2022,11,11E,Male
767,2022,11,11B,Male
305,2022,11,11C,Female
368,2022,11,11E,Female
306,2022,11,11C,Male
285,2022,11,11B,Female
317,2022,11,11C,Male
292,2022,11,11B,Male
303,2022,11,11C,Male
319,2022,11,11C,Male
257,2022,11,11A,Male
315,2022,11,11C,Male
375,2022,11,11E,Male
366,2022,11,11E,Male
346,2022,11,11D,Male
274,2022,11,11A,Female
332,2022,11,11D,Male
359,2022,11,11E,Male
350,2022,11,11D,Male
293,2022,11,11B,Male
321,2022,11,11C,Female
329,2022,11,11D,Female
287,2022,11,11B,Male
277,2022,11,11B,Male
362,2022,11,11E,Male
314,2022,11,11C,Male
349,2022,11,11D,Female
364,2022,11,11E,Female
348,2022,11,11D,Female
330,2022,11,11D,Female
297,2022,11,11B,Female
770,2022,11,11E,Male
298,2022,11,11B,Male
258,2022,11,11A,Female
801,2022,11,11A,Male
802,2022,11,11B,Female
803,2022,11,11C,Male
804,2022,11,11D,Male
805,2022,11,11E,Female
387,2022,12,12A,Male
385,2022,12,12A,Male
416,2022,12,12B,Male
456,2022,12,12D,Male
415,2022,12,12B,Male
466,2022,12,12D,Male
392,2022,12,12A,Male
774,2022,12,12D,Female
773,2022,12,12C,Male
429,2022,12,12C,Male
400,2022,12,12A,Male
413,2022,12,12B,Female
438,2022,12,12C,Female
451,2022,12,12D,Female
490,2022,12,12E,Male
483,2022,12,12E,Male
403,2022,12,12B,Male
480,2022,12,12E,Female
492,2022,12,12E,Male
450,2022,12,12C,Female
404,2022,12,12B,Male
486,2022,12,12E,Female
394,2022,12,12A,Female
388,2022,12,12A,Male
449,2022,12,12C,Male
384,2022,12,12A,Male
420,2022,12,12B,Female
407,2022,12,12B,Female
401,2022,12,12B,Female
378,2022,12,12A,Male
434,2022,12,12C,Female
448,2022,12,12C,Female
445,2022,12,12C,Female
453,2022,12,12D,Female
463,2022,12,12D,Female
376,2022,12,12A,Female
470,2022,12,12D,Female
459,2022,12,12D,Male
497,2022,12,12E,Male
465,2022,12,12D,Female
496,2022,12,12E,Male
411,2022,12,12B,Male
380,2022,12,12A,Male
391,2022,12,12A,Male
419,2022,12,12B,Female
443,2022,12,12C,Male
436,2022,12,12C,Female
421,2022,12,12B,Female
481,2022,12,12E,Female
424,2022,12,12B,Male
467,2022,12,12D,Female
476,2022,12,12E,Female
379,2022,12,12A,Female
406,2022,12,12B,Female
498,2022,12,12E,Female
398,2022,12,12A,Female
386,2022,12,12A,Female
389,2022,12,12A,Male
488,2022,12,12E,Female
462,2022,12,12D,Male
499,2022,12,12E,Male
396,2022,12,12A,Female
409,2022,12,12B,Female
433,2022,12,12C,Male
485,2022,12,12E,Male
479,2022,12,12E,Male
377,2022,12,12A,Female
469,2022,12,12D,Male
472,2022,12,12D,Female
458,2022,12,12D,Female
452,2022,12,12D,Female
477,2022,12,12E,Male
461,2022,12,12D,Female
414,2022,12,12B,Male
408,2022,12,12B,Female
432,2022,12,12C,Female
426,2022,12,12C,Male
771,2022,12,12A,Male
435,2022,12,12C,Female
425,2022,12,12B,Female
381,2022,12,12A,Female
460,2022,12,12D,Male
495,2022,12,12E,Male
437,2022,12,12C,Female
494,2022,12,12E,Female
772,2022,12,12B,Male
430,2022,12,12C,Female
493,2022,12,12E,Male
431,2022,12,12C,Male
410,2022,12,12B,Female
442,2022,12,12C,Female
417,2022,12,12B,Male
428,2022,12,12C,Female
444,2022,12,12C,Female
382,2022,12,12A,Female
440,2022,12,12C,Male
500,2022,12,12E,Female
491,2022,12,12E,Female
471,2022,12,12D,Male
399,2022,12,12A,Female
457,2022,12,12D,Female
484,2022,12,12E,Female
475,2022,12,12D,Male
418,2022,12,12B,Female
446,2022,12,12C,Male
454,2022,12,12D,Female
412,2022,12,12B,Female
402,2022,12,12B,Female
487,2022,12,12E,Male
439,2022,12,12C,Male
474,2022,12,12D,Female
489,2022,12,12E,Male
473,2022,12,12D,Male
455,2022,12,12D,Male
422,2022,12,12B,Female
775,2022,12,12E,Female
423,2022,12,12B,Female
383,2022,12,12A,Female
806,2022,12,12A,Female
807,2022,12,12B,Female
808,2022,12,12C,Male
809,2022,12,12D,Female
810,2022,12,12E,Male
811,2023,7,7A,Male
812,2023,7,7B,Male
813,2023,7,7C,Male
814,2023,7,7D,Female
815,2023,7,7E,Female
782,2023,8,8B,Male
785,2023,8,8E,Female
783,2023,8,8C,Female
781,2023,8,8A,Male
784,2023,8,8D,Female
816,2023,8,8A,Male
817,2023,8,8B,Male
818,2023,8,8C,Male
819,2023,8,8D,Female
820,2023,8,8E,Male
789,2023,9,9D,Female
755,2023,9,9E,Female
786,2023,9,9A,Male
752,2023,9,9B,Male
788,2023,9,9C,Female
753,2023,9,9C,Female
790,2023,9,9E,Male
754,2023,9,9D,Female
751,2023,9,9A,Female
787,2023,9,9B,Male
821,2023,9,9A,Male
822,2023,9,9B,Female
823,2023,9,9C,Female
824,2023,9,9D,Male
825,2023,9,9E,Female
117,2023,10,10E,Male
68,2023,10,10C,Male
46,2023,10,10B,Female
35,2023,10,10B,Female
40,2023,10,10B,Male
121,2023,10,10E,Female
34,2023,10,10B,Female
82,2023,10,10D,Female
73,2023,10,10C,Male
23,2023,10,10A,Female
31,2023,10,10B,Male
51,2023,10,10C,Male
25,2023,10,10A,Female
42,2023,10,10B,Male
69,2023,10,10C,Female
38,2023,10,10B,Male
756,2023,10,10A,Female
11,2023,10,10A,Male
48,2023,10,10B,Male
12,2023,10,10A,Male
45,2023,10,10B,Female
44,2023,10,10B,Female
2,2023,10,10A,Female
112,2023,10,10E,Male
74,2023,10,10C,Female
5,2023,10,10A,Male
791,2023,10,10A,Female
7,2023,10,10A,Male
95,2023,10,10D,Female
67,2023,10,10C,Female
63,2023,10,10C,Male
108,2023,10,10E,Female
39,2023,10,10B,Male
19,2023,10,10A,Female
8,2023,10,10A,Male
793,2023,10,10C,Male
119,2023,10,10E,Female
59,2023,10,10C,Male
60,2023,10,10C,Male
104,2023,10,10E,Female
54,2023,10,10C,Female
78,2023,10,10D,Female
9,2023,10,10A,Male
77,2023,10,10D,Female
26,2023,10,10B,Female
794,2023,10,10D,Female
109,2023,10,10E,Female
91,2023,10,10D,Female
110,2023,10,10E,Male
83,2023,10,10D,Male
90,2023,10,10D,Female
49,2023,10,10B,Female
1,2023,10,10A,Male
28,2023,10,10B,Female
94,2023,10,10D,Female
88,2023,10,10D,Male
6,2023,10,10A,Female
759,2023,10,10D,Male
16,2023,10,10A,Male
99,2023,10,10D,Female
97,2023,10,10D,Female
85,2023,10,10D,Male
32,2023,10,10B,Male
75,2023,10,10C,Male
96,2023,10,10D,Female
27,2023,10,10B,Female
758,2023,10,10C,Male
76,2023,10,10D,Female
98,2023,10,10D,Female
81,2023,10,10D,Male
105,2023,10,10E,Female
122,2023,10,10E,Male
86,2023,10,10D,Male
65,2023,10,10C,Male
17,2023,10,10A,Female
757,2023,10,10B,Female
79,2023,10,10D,Male
116,2023,10,10E,Female
123,2023,10,10E,Female
92,2023,10,10D,Female
80,2023,10,10D,Female
61,2023,10,10C,Male
62,2023,10,10C,Male
21,2023,10,10A,Female
792,2023,10,10B,Female
50,2023,10,10B,Female
125,2023,10,10E,Male
36,2023,10,10B,Male
113,2023,10,10E,Female
106,2023,10,10E,Female
56,2023,10,10C,Female
71,2023,10,10C,Female
14,2023,10,10A,Male
57,2023,10,10C,Female
70,2023,10,10C,Female
760,2023,10,10E,Male
87,2023,10,10D,Female
58,2023,10,10C,Male
47,2023,10,10B,Female
84,2023,10,10D,Female
3,2023,10,10A,Male
64,2023,10,10C,Male
10,2023,10,10A,Female
4,2023,10,10A,Male
111,2023,10,10E,Female
41,2023,10,10B,Male
13,2023,10,10A,Male
43,2023,10,10B,Female
24,2023,10,10A,Female
118,2023,10,10E,Female
114,2023,10,10E,Female
33,2023,10,10B,Female
55,2023,10,10C,Male
120,2023,10,10E,Male
795,2023,10,10E,Male
29,2023,10,10B,Female
124,2023,10,10E,Male
826,2023,10,10A,Female
827,2023,10,10B,Male
828,2023,10,10C,Female
829,2023,10,10D,Male
830,2023,10,10E,Female
242,2023,11,11E,Male
193,2023,11,11C,Male
171,2023,11,11B,Female
160,2023,11,11B,Female
165,2023,11,11B,Female
246,2023,11,11E,Female
159,2023,11,11B,Male
207,2023,11,11D,Female
198,2023,11,11C,Female
148,2023,11,11A,Male
156,2023,11,11B,Female
176,2023,11,11C,Female
150,2023,11,11A,Female
167,2023,11,11B,Female
194,2023,11,11C,Male
163,2023,11,11B,Female
761,2023,11,11A,Female
136,2023,11,11A,Male
173,2023,11,11B,Male
137,2023,11,11A,Male
170,2023,11,11B,Female
169,2023,11,11B,Male
127,2023,11,11A,Female
237,2023,11,11E,Female
199,2023,11,11C,Male
130,2023,11,11A,Female
796,2023,11,11A,Male
132,2023,11,11A,Male
220,2023,11,11D,Male
192,2023,11,11C,Male
188,2023,11,11C,Male
233,2023,11,11E,Female
164,2023,11,11B,Female
144,2023,11,11A,Female
133,2023,11,11A,Male
798,2023,11,11C,Male
244,2023,11,11E,Male
184,2023,11,11C,Male
185,2023,11,11C,Male
229,2023,11,11E,Male
179,2023,11,11C,Male
203,2023,11,11D,Male
134,2023,11,11A,Male
202,2023,11,11D,Female
151,2023,11,11B,Male
799,2023,11,11D,Male
234,2023,11,11E,Female
216,2023,11,11D,Male
235,2023,11,11E,Female
208,2023,11,11D,Female
215,2023,11,11D,Male
174,2023,11,11B,Female
126,2023,11,11A,Female
153,2023,11,11B,Male
219,2023,11,11D,Female
213,2023,11,11D,Male
131,2023,11,11A,Female
764,2023,11,11D,Female
141,2023,11,11A,Female
224,2023,11,11D,Female
222,2023,11,11D,Male
210,2023,11,11D,Male
157,2023,11,11B,Male
200,2023,11,11C,Male
221,2023,11,11D,Male
152,2023,11,11B,Male
763,2023,11,11C,Male
201,2023,11,11D,Male
223,2023,11,11D,Female
206,2023,11,11D,Male
230,2023,11,11E,Male
247,2023,11,11E,Male
211,2023,11,11D,Male
190,2023,11,11C,Female
142,2023,11,11A,Male
762,2023,11,11B,Female
204,2023,11,11D,Male
241,2023,11,11E,Female
248,2023,11,11E,Male
217,2023,11,11D,Female
205,2023,11,11D,Female
186,2023,11,11C,Male
187,2023,11,11C,Female
146,2023,11,11A,Male
797,2023,11,11B,Male
175,2023,11,11B,Female
250,2023,11,11E,Male
161,2023,11,11B,Male
238,2023,11,11E,Female
231,2023,11,11E,Female
181,2023,11,11C,Male
196,2023,11,11C,Female
139,2023,11,11A,Male
182,2023,11,11C,Male
195,2023,11,11C,Male
765,2023,11,11E,Male
212,2023,11,11D,Male
183,2023,11,11C,Female
172,2023,11,11B,Male
209,2023,11,11D,Female
128,2023,11,11A,Male
189,2023,11,11C,Male
135,2023,11,11A,Male
129,2023,11,11A,Female
236,2023,11,11E,Female
166,2023,11,11B,Male
138,2023,11,11A,Male
168,2023,11,11B,Male
149,2023,11,11A,Male
243,2023,11,11E,Female
239,2023,11,11E,Male
158,2023,11,11B,Female
180,2023,11,11C,Male
245,2023,11,11E,Male
800,2023,11,11E,Male
