student_id,academic_year,cohort,start_cohort,sub_cohort,status,week_id,week_of_year,week_start,who5_total,delta_1w,rolling_mean_4w,persist_low,total_engagement_score,logins,journal_entries,goals_set,no_engagement_2w,dynamic_flag_count,static_flag_count,total_flag_count
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W18,18,2023-01-02,96,12.0,93.0,False,56.01250971109386,3,2,5,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W19,19,2023-01-09,88,-8.0,91.0,False,35.47249402472916,1,1,4,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W20,20,2023-01-16,80,-8.0,87.0,False,2.176780071994786,1,1,3,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W21,21,2023-01-23,92,12.0,89.0,False,46.26733321844824,2,2,5,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W22,22,2023-01-30,100,8.0,90.0,False,90.6673478844446,4,4,10,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W23,23,2023-02-06,96,-4.0,92.0,False,77.81729897876887,4,3,9,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W24,24,2023-02-13,92,-4.0,95.0,False,10.853664398305707,0,0,3,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W25,25,2023-02-20,84,-8.0,93.0,False,63.600632594863704,4,3,9,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W26,26,2023-02-27,92,8.0,91.0,False,46.00458950534654,3,3,5,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W27,27,2023-03-06,96,4.0,91.0,False,45.56840981022927,2,2,5,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W28,28,2023-03-13,100,4.0,93.0,False,93.332101161037,4,4,9,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W29,29,2023-03-20,100,0.0,97.0,False,58.98265295656089,3,2,6,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W30,30,2023-03-27,80,-20.0,94.0,False,48.82326246420551,2,3,6,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W31,31,2023-04-03,96,16.0,94.0,False,99.99999821944421,5,4,10,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W32,32,2023-04-10,84,-12.0,90.0,False,65.54380245186057,4,3,7,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W33,33,2023-04-17,84,0.0,86.0,False,8.535811433535617,1,0,3,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W34,34,2023-04-24,96,12.0,90.0,False,36.64073439454467,1,1,4,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W35,35,2023-05-01,88,-8.0,88.0,False,49.0513327934792,2,2,5,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W36,36,2023-05-08,84,-4.0,88.0,False,48.065053111277415,2,2,7,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W37,37,2023-05-15,92,8.0,90.0,False,72.20205160915354,4,3,9,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W38,38,2023-05-22,80,-12.0,86.0,False,32.61687061448357,1,1,5,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2022-2023,10,7,A,active,2022-2023-W39,39,2023-05-29,84,4.0,85.0,False,19.745673307772115,0,0,3,False,3.0,1.0,4.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W01,1,2023-09-04,52,,52.0,False,47.55245882955573,2,3,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W02,2,2023-09-11,72,20.0,62.0,False,81.12984815674481,4,5,9,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W03,3,2023-09-18,60,-12.0,61.333333333333336,False,3.488398454533203,0,0,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W04,4,2023-09-25,72,12.0,64.0,False,51.32197294582123,2,2,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W05,5,2023-10-02,36,-36.0,60.0,False,12.88468361711553,0,0,1,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W06,6,2023-10-09,76,40.0,61.0,False,49.65158773243512,2,3,6,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W07,7,2023-10-16,64,-12.0,62.0,False,37.69659964296761,1,2,4,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W08,8,2023-10-23,80,16.0,64.0,False,59.62151928518542,2,2,6,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W09,9,2023-10-30,52,-28.0,68.0,False,88.43216864130802,4,5,10,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W10,10,2023-11-06,76,24.0,68.0,False,93.61626355891197,4,5,9,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W11,11,2023-11-13,52,-24.0,65.0,False,30.87985720055786,2,1,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W12,12,2023-11-20,52,0.0,58.0,False,63.91447414956864,3,3,8,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W13,13,2023-11-27,80,28.0,65.0,False,99.9999979655491,4,4,9,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W14,14,2023-12-04,64,-16.0,62.0,False,52.24843809260409,2,2,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W15,15,2023-12-11,48,-16.0,61.0,False,10.9899858369009,1,1,2,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W16,16,2023-12-18,52,4.0,61.0,False,26.111330802942856,1,1,4,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W17,17,2023-12-25,68,16.0,58.0,False,30.059203299632497,2,1,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W18,18,2024-01-01,48,-20.0,54.0,False,10.964475938471214,0,0,1,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W19,19,2024-01-08,64,16.0,58.0,False,63.38837822202771,3,3,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W20,20,2024-01-15,72,8.0,63.0,False,58.52431744949197,2,2,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W21,21,2024-01-22,56,-16.0,60.0,False,74.22342528530713,3,3,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W22,22,2024-01-29,84,28.0,69.0,False,57.0058725968371,3,2,6,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W23,23,2024-02-05,84,0.0,74.0,False,29.150856238315956,2,2,4,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W24,24,2024-02-12,68,-16.0,73.0,False,14.314347396774828,0,0,1,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W25,25,2024-02-19,60,-8.0,74.0,False,2.9734976861766618,0,1,2,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W26,26,2024-02-26,72,12.0,71.0,False,56.45788049726675,3,3,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W27,27,2024-03-04,44,-28.0,61.0,False,28.116826522362626,2,1,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W28,28,2024-03-11,64,20.0,60.0,False,22.994911139215002,2,2,4,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W29,29,2024-03-18,52,-12.0,58.0,False,28.968517410055554,2,2,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W30,30,2024-03-25,64,12.0,56.0,False,58.68046025668197,2,3,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W31,31,2024-04-01,64,0.0,61.0,False,0.0,0,0,1,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W32,32,2024-04-08,52,-12.0,58.0,False,11.482949251404051,1,0,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W33,33,2024-04-15,52,0.0,58.0,False,12.258471218296775,0,0,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W34,34,2024-04-22,44,-8.0,53.0,False,19.386956163989964,0,1,2,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W35,35,2024-04-29,72,28.0,55.0,False,29.756827306871035,1,1,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W36,36,2024-05-06,60,-12.0,57.0,False,23.344082929172625,2,1,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W37,37,2024-05-13,48,-12.0,56.0,False,14.327108196683218,0,1,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W38,38,2024-05-20,68,20.0,62.0,False,15.399963955935727,0,1,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2023-2024,11,7,A,active,2023-2024-W39,39,2024-05-27,76,8.0,63.0,False,60.92862846804528,3,3,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W01,1,2024-09-02,68,,68.0,False,87.63811494887418,4,5,9,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W02,2,2024-09-09,56,-12.0,62.0,False,0.0,0,1,1,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W03,3,2024-09-16,44,-12.0,56.0,False,35.96288407568274,1,2,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W04,4,2024-09-23,80,36.0,62.0,False,35.7028794188064,1,1,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W05,5,2024-09-30,60,-20.0,60.0,False,44.57278466750482,3,2,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W06,6,2024-10-07,48,-12.0,58.0,False,82.5500474565564,4,4,10,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W07,7,2024-10-14,60,12.0,62.0,False,30.387724784442366,2,1,4,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W08,8,2024-10-21,64,4.0,58.0,False,35.850715860006936,2,2,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W09,9,2024-10-28,76,12.0,62.0,False,25.492663758670307,1,1,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W10,10,2024-11-04,80,4.0,70.0,False,65.89137844452942,4,4,8,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W11,11,2024-11-11,64,-16.0,71.0,False,53.3144032806077,3,2,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W12,12,2024-11-18,84,20.0,76.0,False,37.74892224722261,2,1,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W13,13,2024-11-25,36,-48.0,66.0,False,4.889868581740582,0,0,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W14,14,2024-12-02,56,20.0,60.0,False,54.29689275344144,2,2,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W15,15,2024-12-09,68,12.0,61.0,False,58.18483542624787,3,2,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W16,16,2024-12-16,84,16.0,61.0,False,65.39433381435047,3,3,9,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W17,17,2024-12-23,56,-28.0,66.0,False,28.47472846901432,1,1,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W18,18,2024-12-30,64,8.0,68.0,False,34.38022123421018,2,1,4,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W19,19,2025-01-06,60,-4.0,66.0,False,36.155585727243285,1,1,3,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W20,20,2025-01-13,68,8.0,62.0,False,31.61425923648637,1,1,4,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W21,21,2025-01-20,64,-4.0,64.0,False,46.912647832158,2,2,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W22,22,2025-01-27,84,20.0,69.0,False,54.53919110397953,3,3,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W23,23,2025-02-03,64,-20.0,70.0,False,48.84436975871384,2,2,6,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W24,24,2025-02-10,60,-4.0,68.0,False,7.391152838608225,0,0,1,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W25,25,2025-02-17,56,-4.0,66.0,False,52.47653035641538,2,3,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W26,26,2025-02-24,24,-32.0,51.0,False,16.29508966680547,0,0,2,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W27,27,2025-03-03,52,28.0,48.0,False,63.89288310908462,3,3,8,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W28,28,2025-03-10,68,16.0,50.0,False,87.33263190885495,5,4,10,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W29,29,2025-03-17,60,-8.0,51.0,False,52.08740675537673,2,2,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W30,30,2025-03-24,52,-8.0,58.0,False,51.68694137231734,2,2,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W31,31,2025-03-31,56,4.0,59.0,False,50.488437214473976,2,2,6,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W32,32,2025-04-07,92,36.0,65.0,False,85.41416909015743,5,5,10,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W33,33,2025-04-14,76,-16.0,69.0,False,99.99999842714334,4,4,10,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W34,34,2025-04-21,84,8.0,77.0,False,86.80795637639609,4,4,10,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W35,35,2025-04-28,48,-36.0,75.0,False,53.02799843920571,2,2,5,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W36,36,2025-05-05,44,-4.0,63.0,False,40.55268501939773,3,2,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W37,37,2025-05-12,84,40.0,65.0,False,55.98149598304382,3,3,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W38,38,2025-05-19,56,-28.0,58.0,False,46.03659695954564,2,2,7,False,1.0,1.0,2.0
0025c628-745e-4922-be94-a7d67f6d8177,2024-2025,12,7,A,active,2024-2025-W39,39,2025-05-26,64,8.0,62.0,False,64.36611364043243,3,4,9,False,1.0,1.0,2.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W01,1,2019-09-02,20,,20.0,True,1.0770916027890072,0,0,2,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W02,2,2019-09-09,44,24.0,32.0,True,70.55547023865456,3,4,7,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W03,3,2019-09-16,36,-8.0,33.333333333333336,True,62.056651362294254,4,4,9,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W04,4,2019-09-23,28,-8.0,32.0,True,18.389635893212827,0,0,2,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W05,5,2019-09-30,16,-12.0,31.0,True,5.746642389731747,0,0,3,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W06,6,2019-10-07,24,8.0,26.0,True,49.84370515249854,3,2,7,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W07,7,2019-10-14,36,12.0,26.0,True,45.49804727391571,2,2,7,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W08,8,2019-10-21,40,4.0,29.0,True,36.76705289099933,2,1,5,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W09,9,2019-10-28,16,-24.0,29.0,True,29.405661237134968,2,2,4,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W10,10,2019-11-04,32,16.0,31.0,True,63.615055883964374,3,3,9,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W11,11,2019-11-11,48,16.0,34.0,True,84.67420000180321,4,4,10,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W12,12,2019-11-18,12,-36.0,27.0,True,56.397761490162196,2,2,5,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W13,13,2019-11-25,28,16.0,30.0,True,40.24201229671786,2,2,5,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W14,14,2019-12-02,12,-16.0,25.0,True,31.241384928291847,2,1,3,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W15,15,2019-12-09,20,8.0,18.0,True,30.676824060437887,1,1,4,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W16,16,2019-12-16,32,12.0,23.0,True,14.80025276671535,1,0,1,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W17,17,2019-12-23,24,-8.0,22.0,True,40.74763579109042,2,2,5,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W18,18,2019-12-30,24,0.0,25.0,True,50.417767051638705,3,2,7,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W19,19,2020-01-06,32,8.0,28.0,True,63.42372501373869,3,3,7,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W20,20,2020-01-13,28,-4.0,27.0,True,53.80496838328347,3,2,7,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W21,21,2020-01-20,52,24.0,34.0,True,49.77907868183533,3,2,5,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W22,22,2020-01-27,20,-32.0,33.0,True,61.87131843954601,4,3,9,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W23,23,2020-02-03,36,16.0,34.0,True,50.85111611394497,2,2,7,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W24,24,2020-02-10,24,-12.0,33.0,True,52.55463813669346,3,2,6,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W25,25,2020-02-17,48,24.0,32.0,True,70.88646682617629,4,3,9,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W26,26,2020-02-24,20,-28.0,32.0,True,10.896070500426204,1,0,1,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W27,27,2020-03-02,16,-4.0,27.0,True,49.36890652765902,2,2,6,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W28,28,2020-03-09,32,16.0,29.0,True,99.99999863499447,5,4,9,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W29,29,2020-03-16,16,-16.0,21.0,True,29.657546329073874,1,2,4,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W30,30,2020-03-23,16,0.0,20.0,True,0.0,0,0,2,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W31,31,2020-03-30,40,24.0,26.0,True,62.07617675399751,3,3,9,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W32,32,2020-04-06,12,-28.0,21.0,True,23.361023668810958,1,1,4,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W33,33,2020-04-13,32,20.0,25.0,True,19.706478558740198,0,0,3,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W34,34,2020-04-20,32,0.0,29.0,True,90.11588493157284,5,4,10,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W35,35,2020-04-27,24,-8.0,25.0,True,72.74413934412675,3,4,9,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W36,36,2020-05-04,28,4.0,29.0,True,50.754060546124016,2,2,6,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W37,37,2020-05-11,28,0.0,28.0,True,24.91859304625167,2,2,5,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W38,38,2020-05-18,32,4.0,28.0,True,47.48122709673113,2,2,5,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2019-2020,7,7,A,active,2019-2020-W39,39,2020-05-25,20,-12.0,27.0,True,43.546537399121675,2,2,6,False,3.0,0.0,3.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2020-2021,8,7,A,active,2020-2021-W01,1,2020-09-07,84,,84.0,False,57.92406213649652,2,2,6,False,2.0,0.0,2.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2020-2021,8,7,A,active,2020-2021-W02,2,2020-09-14,96,12.0,90.0,False,64.32794070685439,3,3,7,False,2.0,0.0,2.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2020-2021,8,7,A,active,2020-2021-W03,3,2020-09-21,84,-12.0,88.0,False,48.2626526647242,3,2,5,False,2.0,0.0,2.0
74b3f29e-eaef-4d53-adf3-35500c36a841,2020-2021,8,7,A,active,2020-2021-W04,4,2020-09-28,68,-16.0,83.0,False,19.598032842761178,1,1,1,False,2.0,0.0,2.0
