student_id,year_x,grade,class,gender,term_name,year_y,term,start_date,end_date,WHO5_Score,TimeOnPlatform,LoginsPerWeek,TaskCompletionRate,EngagementScore
357,2020,9,9E,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,13.3,20.4,4.0,0.48,34.4
357,2020,9,9E,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,11.6,14.1,4.0,0.85,43.2
357,2020,9,9E,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,12.8,33.6,2.0,0.82,44.0
357,2020,9,9E,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,16.8,34.2,5.0,0.73,50.6
357,2020,9,9E,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,23.8,46.3,3.0,0.71,48.7
357,2020,9,9E,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,12.2,52.2,5.0,0.85,61.4
357,2020,9,9E,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,15.0,40.6,3.0,0.55,41.8
357,2020,9,9E,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,14.8,64.8,2.0,0.51,47.1
357,2020,9,9E,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,22.1,50.9,3.0,0.75,51.7
357,2020,9,9E,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,17.3,55.9,6.0,0.76,63.1
357,2020,9,9E,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,20.1,20.6,4.0,0.87,46.2
357,2020,9,9E,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,24.7,27.4,4.0,0.43,36.0
358,2020,9,9E,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,14.4,58.6,5.0,0.61,56.6
358,2020,9,9E,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,16.0,35.6,6.0,0.92,59.9
358,2020,9,9E,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,23.9,20.6,5.0,0.95,51.9
358,2020,9,9E,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,22.6,68.6,7.0,0.47,62.4
358,2020,9,9E,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,14.8,21.7,1.0,0.98,41.2
358,2020,9,9E,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,17.3,69.8,6.0,0.78,69.4
358,2020,9,9E,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,25.0,53.6,2.0,0.53,43.4
358,2020,9,9E,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,14.4,46.8,1.0,0.72,43.4
358,2020,9,9E,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,18.1,35.6,4.0,0.8,50.3
358,2020,9,9E,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,18.4,30.0,2.0,0.71,39.2
358,2020,9,9E,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,18.6,34.3,3.0,0.98,52.0
358,2020,9,9E,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,15.0,23.0,5.0,0.48,38.5
358,2020,9,9E,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,19.1,35.8,2.0,0.73,42.1
358,2020,9,9E,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,16.3,39.4,2.0,0.7,42.6
358,2020,9,9E,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,14.5,48.2,3.0,0.85,53.7
359,2020,9,9E,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,19.3,59.3,2.0,0.74,51.9
359,2020,9,9E,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,17.0,9.1,6.0,0.61,39.9
359,2020,9,9E,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,10.9,38.0,7.0,0.45,49.7
359,2020,9,9E,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,22.9,35.7,4.0,0.62,44.9
359,2020,9,9E,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,19.1,55.4,3.0,0.47,45.2
359,2020,9,9E,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,14.9,51.9,6.0,0.98,68.1
359,2020,9,9E,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,20.7,70.8,6.0,0.9,73.4
359,2020,9,9E,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,20.7,9.1,4.0,0.78,39.0
359,2020,9,9E,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,16.5,32.2,7.0,0.75,56.5
359,2020,9,9E,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,20.6,48.0,2.0,0.89,51.9
359,2020,9,9E,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,15.0,62.8,6.0,0.78,66.4
359,2020,9,9E,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,11.7,67.7,7.0,0.71,69.3
359,2020,9,9E,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,15.9,20.5,4.0,0.75,42.6
359,2020,9,9E,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,14.2,38.7,7.0,0.87,62.5
359,2020,9,9E,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,14.2,15.8,3.0,0.6,33.3
360,2020,9,9E,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,15.1,14.8,7.0,0.5,41.9
360,2020,9,9E,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,24.4,45.7,1.0,0.59,38.9
360,2020,9,9E,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,20.6,36.5,6.0,0.46,46.3
360,2020,9,9E,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,15.0,32.0,7.0,0.65,53.2
360,2020,9,9E,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,16.8,43.6,5.0,0.88,58.9
360,2020,9,9E,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,20.2,22.4,2.0,0.47,28.9
360,2020,9,9E,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,21.3,46.9,6.0,0.74,59.0
360,2020,9,9E,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,17.8,40.1,7.0,0.67,57.1
360,2020,9,9E,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,25.0,19.6,5.0,0.51,38.1
360,2020,9,9E,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,23.9,34.0,4.0,0.41,37.9
360,2020,9,9E,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,20.6,14.9,2.0,0.83,36.8
360,2020,9,9E,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,24.4,58.4,2.0,0.43,42.1
360,2020,9,9E,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,19.1,34.9,1.0,0.69,37.7
360,2020,9,9E,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,12.8,45.6,6.0,0.98,65.7
360,2020,9,9E,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,12.7,34.8,3.0,0.94,51.1
361,2020,9,9E,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,13.5,33.5,5.0,0.63,47.4
361,2020,9,9E,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,19.7,28.2,5.0,0.5,41.2
361,2020,9,9E,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,14.4,49.1,4.0,0.94,59.9
361,2020,9,9E,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,10.9,43.0,4.0,0.5,44.1
361,2020,9,9E,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,18.3,55.4,4.0,0.94,62.3
361,2020,9,9E,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,23.5,48.2,7.0,0.92,67.8
361,2020,9,9E,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,12.8,34.2,6.0,0.64,50.8
361,2020,9,9E,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,15.6,44.9,6.0,0.71,57.4
361,2020,9,9E,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,25.0,31.6,1.0,0.55,32.2
361,2020,9,9E,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,13.4,47.4,5.0,0.64,53.1
361,2020,9,9E,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,10.1,24.5,1.0,0.8,36.7
361,2020,9,9E,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,9.1,44.4,5.0,0.61,51.1
361,2020,9,9E,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,13.5,50.2,2.0,0.69,46.9
361,2020,9,9E,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,12.7,64.7,1.0,0.84,54.1
361,2020,9,9E,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,14.3,42.5,1.0,0.95,48.5
362,2020,9,9E,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,20.3,22.2,3.0,0.85,43.3
362,2020,9,9E,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,16.8,40.5,3.0,0.63,44.0
362,2020,9,9E,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,14.9,38.2,6.0,0.47,47.4
362,2020,9,9E,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,12.5,19.4,3.0,0.48,31.1
362,2020,9,9E,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,12.1,34.8,6.0,0.58,49.2
362,2020,9,9E,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,16.9,57.4,5.0,0.6,55.8
362,2020,9,9E,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,16.2,23.6,7.0,0.87,56.6
362,2020,9,9E,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,18.4,55.3,6.0,0.89,66.9
362,2020,9,9E,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,23.6,35.0,4.0,0.89,52.6
362,2020,9,9E,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,9.8,47.3,4.0,0.48,45.2
362,2020,9,9E,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,12.4,50.8,6.0,0.53,54.3
362,2020,9,9E,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,13.0,62.0,2.0,0.91,58.2
362,2020,9,9E,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,9.3,38.0,6.0,0.88,59.6
362,2020,9,9E,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,14.9,52.5,7.0,0.82,66.7
362,2020,9,9E,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,11.4,30.3,3.0,0.84,46.4
363,2020,9,9E,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,20.4,38.7,4.0,0.87,53.6
363,2020,9,9E,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,16.1,25.2,6.0,0.52,43.5
363,2020,9,9E,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,12.6,33.3,6.0,0.53,47.1
363,2020,9,9E,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,22.5,47.8,5.0,0.57,51.2
363,2020,9,9E,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,24.5,45.5,1.0,0.66,40.9
363,2020,9,9E,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,25.0,38.4,1.0,0.44,31.6
363,2020,9,9E,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,18.5,61.0,4.0,0.47,50.5
363,2020,9,9E,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,20.1,36.8,5.0,0.7,50.7
363,2020,9,9E,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,19.7,34.7,2.0,0.46,33.7
363,2020,9,9E,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,16.7,45.7,6.0,0.87,62.5
363,2020,9,9E,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,17.2,30.6,6.0,0.75,52.8
363,2020,9,9E,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,15.8,48.6,4.0,0.54,47.8
363,2020,9,9E,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,15.3,41.1,5.0,0.93,59.3
363,2020,9,9E,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,7.9,56.7,6.0,0.84,65.8
363,2020,9,9E,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,10.5,43.7,5.0,0.76,55.3
364,2020,9,9E,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,21.7,38.1,4.0,0.85,52.7
364,2020,9,9E,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,13.3,57.2,4.0,0.47,48.9
364,2020,9,9E,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,25.0,32.2,2.0,0.68,39.2
364,2020,9,9E,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,19.6,22.1,4.0,0.91,48.1
364,2020,9,9E,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,9.4,21.7,1.0,0.45,25.3
364,2020,9,9E,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,7.7,59.5,5.0,0.53,54.8
364,2020,9,9E,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,15.6,43.4,1.0,0.99,50.0
364,2020,9,9E,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,25.0,30.4,5.0,0.66,47.0
364,2020,9,9E,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,1.4,53.3,6.0,0.51,54.7
364,2020,9,9E,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,25.0,26.4,7.0,0.7,52.7
364,2020,9,9E,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,18.6,52.0,1.0,0.9,50.9
364,2020,9,9E,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,7.4,36.8,3.0,0.98,53.1
364,2020,9,9E,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,15.7,41.9,1.0,0.43,32.5
364,2020,9,9E,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,16.3,49.2,7.0,0.4,52.8
364,2020,9,9E,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,16.4,27.6,6.0,0.5,44.0
365,2020,9,9E,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,12.4,47.8,6.0,0.63,56.1
365,2020,9,9E,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,13.4,40.3,7.0,0.6,55.1
365,2020,9,9E,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,17.8,11.0,1.0,0.56,24.3
365,2020,9,9E,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,14.3,49.4,3.0,0.54,45.0
365,2020,9,9E,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,13.9,49.1,4.0,0.6,49.7
365,2020,9,9E,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,20.1,53.1,4.0,0.59,50.9
365,2020,9,9E,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,17.3,39.5,7.0,0.59,54.5
365,2020,9,9E,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,11.1,19.3,1.0,0.59,28.4
365,2020,9,9E,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,15.1,40.8,4.0,0.8,52.3
365,2020,9,9E,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,18.1,28.7,3.0,0.87,46.5
365,2020,9,9E,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,16.3,49.8,6.0,0.97,67.0
365,2020,9,9E,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,22.4,42.8,1.0,0.47,34.1
365,2020,9,9E,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,12.9,50.0,6.0,0.59,55.6
365,2020,9,9E,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,12.5,36.3,3.0,0.88,49.8
365,2020,9,9E,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,25.0,50.9,5.0,0.49,50.1
366,2020,9,9E,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,16.2,23.8,2.0,0.92,43.3
366,2020,9,9E,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,13.2,51.0,3.0,0.53,45.2
366,2020,9,9E,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,15.7,37.1,3.0,0.68,44.1
366,2020,9,9E,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,18.8,31.9,7.0,0.5,48.7
366,2020,9,9E,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,17.9,32.4,2.0,0.41,31.1
366,2020,9,9E,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,14.2,46.1,1.0,0.55,38.0
366,2020,9,9E,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,17.2,50.8,5.0,0.8,59.5
366,2020,9,9E,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,6.8,48.8,4.0,0.91,58.7
366,2020,9,9E,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,17.5,37.2,1.0,0.82,42.5
366,2020,9,9E,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,13.5,41.5,6.0,0.49,49.3
366,2020,9,9E,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,20.2,43.4,6.0,0.4,47.4
366,2020,9,9E,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,20.7,58.5,1.0,0.44,39.5
366,2020,9,9E,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,10.9,35.3,5.0,0.99,58.9
366,2020,9,9E,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,21.6,40.5,1.0,0.69,39.8
366,2020,9,9E,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,8.1,42.0,7.0,0.65,57.3
367,2020,9,9E,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,17.1,81.3,3.0,0.99,71.3
367,2020,9,9E,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,15.8,68.1,1.0,0.85,55.6
367,2020,9,9E,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,16.6,42.4,1.0,0.66,39.8
367,2020,9,9E,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,14.5,53.5,4.0,0.69,54.2
367,2020,9,9E,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,6.1,9.2,4.0,0.6,33.6
367,2020,9,9E,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,21.7,47.0,1.0,0.99,51.5
367,2020,9,9E,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,25.0,39.7,6.0,0.54,50.2
367,2020,9,9E,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,24.8,45.7,5.0,0.54,49.5
367,2020,9,9E,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,1.7,51.3,3.0,0.79,53.1
367,2020,9,9E,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,5.3,59.1,4.0,0.52,51.2
367,2020,9,9E,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,16.5,49.5,7.0,0.85,66.3
367,2020,9,9E,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,17.4,40.1,3.0,0.65,44.7
367,2020,9,9E,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,9.5,26.1,2.0,0.8,40.5
367,2020,9,9E,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,25.0,53.0,3.0,0.73,52.2
367,2020,9,9E,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,16.9,32.7,4.0,0.87,51.2
368,2020,9,9E,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,20.8,12.0,1.0,0.62,26.2
368,2020,9,9E,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,19.4,61.2,5.0,0.57,56.6
368,2020,9,9E,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,20.3,-5.8,6.0,0.85,41.2
368,2020,9,9E,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,16.4,33.3,4.0,0.47,39.4
368,2020,9,9E,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,17.1,46.6,5.0,0.64,53.0
368,2020,9,9E,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,12.4,40.5,5.0,0.58,48.7
368,2020,9,9E,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,17.0,23.1,2.0,0.5,30.3
368,2020,9,9E,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,7.9,31.4,1.0,0.48,29.8
368,2020,9,9E,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,14.6,36.4,6.0,0.59,50.2
368,2020,9,9E,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,14.3,59.9,4.0,0.77,59.1
368,2020,9,9E,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,12.7,32.0,5.0,0.79,51.6
368,2020,9,9E,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,19.2,44.0,2.0,0.45,37.1
368,2020,9,9E,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,12.9,48.9,5.0,0.93,62.5
368,2020,9,9E,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,18.9,12.6,2.0,0.46,24.9
368,2020,9,9E,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,18.3,36.3,6.0,0.43,45.5
369,2020,9,9E,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,15.1,34.1,7.0,0.58,52.0
369,2020,9,9E,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,16.3,35.2,5.0,0.51,44.4
369,2020,9,9E,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,16.6,6.9,5.0,0.52,33.2
369,2020,9,9E,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,15.5,47.0,2.0,0.9,51.9
369,2020,9,9E,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,8.5,54.9,4.0,0.76,56.8
369,2020,9,9E,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,15.1,64.1,7.0,0.71,67.8
369,2020,9,9E,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,15.6,42.2,4.0,0.65,48.4
369,2020,9,9E,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,18.7,46.9,7.0,0.49,54.5
369,2020,9,9E,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,16.5,38.7,1.0,0.87,44.5
369,2020,9,9E,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,17.6,24.5,7.0,0.59,48.4
369,2020,9,9E,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,20.2,23.5,6.0,0.91,54.8
369,2020,9,9E,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,11.2,40.4,7.0,0.75,59.5
369,2020,9,9E,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,19.2,47.4,5.0,0.69,54.7
369,2020,9,9E,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,14.9,41.8,4.0,0.97,57.8
369,2020,9,9E,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,22.4,40.9,6.0,0.81,58.6
370,2020,9,9E,Male,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,11.9,52.1,5.0,0.8,59.7
370,2020,9,9E,Male,Spring 2020,2020,Spring,2020-01-05,2020-03-29,21.7,56.3,5.0,0.91,65.0
370,2020,9,9E,Male,Summer 2020,2020,Summer,2020-04-15,2020-07-20,22.8,30.6,3.0,0.99,50.9
370,2020,9,9E,Male,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,14.8,37.3,3.0,0.48,38.2
370,2020,9,9E,Male,Spring 2021,2021,Spring,2021-01-05,2021-03-29,25.0,24.0,6.0,0.92,55.3
370,2020,9,9E,Male,Summer 2021,2021,Summer,2021-04-15,2021-07-20,8.0,22.6,4.0,0.57,38.2
370,2020,9,9E,Male,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,11.6,45.4,4.0,0.42,42.9
370,2020,9,9E,Male,Spring 2022,2022,Spring,2022-01-05,2022-03-29,10.6,42.8,7.0,0.79,61.8
370,2020,9,9E,Male,Summer 2022,2022,Summer,2022-04-15,2022-07-20,12.6,33.2,6.0,0.54,47.6
370,2020,9,9E,Male,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,13.5,32.7,3.0,0.5,37.0
370,2020,9,9E,Male,Spring 2023,2023,Spring,2023-01-05,2023-03-29,13.4,47.0,6.0,0.45,50.4
370,2020,9,9E,Male,Summer 2023,2023,Summer,2023-04-15,2023-07-20,8.6,54.2,4.0,0.97,62.8
370,2020,9,9E,Male,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,15.6,60.7,5.0,0.88,65.8
370,2020,9,9E,Male,Spring 2025,2025,Spring,2025-01-05,2025-03-29,21.2,38.4,2.0,0.82,46.0
370,2020,9,9E,Male,Summer 2025,2025,Summer,2025-04-15,2025-07-20,15.0,48.4,3.0,0.71,49.7
371,2020,9,9E,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,10.4,27.5,6.0,0.42,41.5
371,2020,9,9E,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,21.6,55.5,1.0,0.79,48.9
371,2020,9,9E,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,11.1,45.4,2.0,0.98,53.7
371,2020,9,9E,Female,Autumn 2021,2021,Autumn,2021-09-01,2021-12-18,24.3,57.0,7.0,0.42,56.3
371,2020,9,9E,Female,Spring 2021,2021,Spring,2021-01-05,2021-03-29,13.1,7.4,3.0,0.56,28.8
371,2020,9,9E,Female,Summer 2021,2021,Summer,2021-04-15,2021-07-20,16.8,25.0,2.0,0.91,43.5
371,2020,9,9E,Female,Autumn 2022,2022,Autumn,2022-09-01,2022-12-18,20.7,30.5,2.0,0.76,40.9
371,2020,9,9E,Female,Spring 2022,2022,Spring,2022-01-05,2022-03-29,17.0,39.6,6.0,0.4,45.9
371,2020,9,9E,Female,Summer 2022,2022,Summer,2022-04-15,2022-07-20,19.0,24.6,6.0,0.74,50.1
371,2020,9,9E,Female,Autumn 2023,2023,Autumn,2023-09-01,2023-12-18,23.9,34.9,6.0,0.7,53.1
371,2020,9,9E,Female,Spring 2023,2023,Spring,2023-01-05,2023-03-29,12.1,18.6,5.0,0.61,40.9
371,2020,9,9E,Female,Summer 2023,2023,Summer,2023-04-15,2023-07-20,24.4,35.6,2.0,0.55,36.9
371,2020,9,9E,Female,Autumn 2024,2024,Autumn,2024-09-01,2024-12-18,13.4,33.9,6.0,0.76,54.4
371,2020,9,9E,Female,Spring 2025,2025,Spring,2025-01-05,2025-03-29,14.1,36.2,7.0,0.42,48.1
371,2020,9,9E,Female,Summer 2025,2025,Summer,2025-04-15,2025-07-20,12.3,29.5,5.0,0.81,51.2
372,2020,9,9E,Female,Autumn 2020,2020,Autumn,2020-09-01,2020-12-18,17.5,44.6,4.0,0.45,43.2
372,2020,9,9E,Female,Spring 2020,2020,Spring,2020-01-05,2020-03-29,13.3,23.1,5.0,0.82,48.9
372,2020,9,9E,Female,Summer 2020,2020,Summer,2020-04-15,2020-07-20,8.8,31.1,4.0,0.44,37.5
