student_id,academic_year,year_start,cohort,sub_cohort,start_cohort,progression_cohort,status,gender,ethnicity_major,SEN_status,Any_SEND
109,2020–2021,2020,10,B,9B,11.0,active,Male,White,No SEN,False
110,2020–2021,2020,10,B,9B,11.0,active,Female,White,No SEN,False
111,2020–2021,2020,10,B,9B,11.0,active,Female,White,No SEN,False
112,2020–2021,2020,10,B,9B,11.0,active,Male,White,No SEN,False
113,2020–2021,2020,10,B,9B,11.0,active,Male,Black,No SEN,False
114,2020–2021,2020,10,B,9B,11.0,active,Male,White,SEN Support,True
115,2020–2021,2020,10,B,9B,11.0,active,Male,White,No SEN,False
116,2020–2021,2020,10,B,9B,11.0,active,Male,Asian,No SEN,False
117,2020–2021,2020,10,B,9B,11.0,active,Female,White,No SEN,False
118,2020–2021,2020,10,B,9B,11.0,active,Female,Asian,SEN Support,True
119,2020–2021,2020,10,B,9B,11.0,active,Male,White,No SEN,False
120,2020–2021,2020,10,B,9B,11.0,active,Male,White,No SEN,False
121,2020–2021,2020,10,C,9C,11.0,active,Other,White,No SEN,False
122,2020–2021,2020,10,C,9C,11.0,active,Female,White,No SEN,False
123,2020–2021,2020,10,C,9C,11.0,active,Female,Black,No SEN,False
124,2020–2021,2020,10,C,9C,11.0,active,Male,White,No SEN,False
125,2020–2021,2020,10,C,9C,11.0,active,Female,White,No SEN,False
126,2020–2021,2020,10,C,9C,11.0,active,Male,White,No SEN,False
127,2020–2021,2020,10,C,9C,11.0,active,Male,White,SEN Support,True
128,2020–2021,2020,10,C,9C,11.0,active,Female,Black,No SEN,False
129,2020–2021,2020,10,C,9C,11.0,active,Male,White,No SEN,False
130,2020–2021,2020,10,C,9C,11.0,active,Male,Mixed,No SEN,False
131,2020–2021,2020,10,C,9C,11.0,active,Female,Black,No SEN,False
132,2020–2021,2020,10,C,9C,11.0,active,Male,White,SEN Support,True
133,2020–2021,2020,10,C,9C,11.0,active,Male,Black,No SEN,False
134,2020–2021,2020,10,C,9C,11.0,active,Male,White,No SEN,False
135,2020–2021,2020,10,C,9C,11.0,active,Female,White,No SEN,False
136,2020–2021,2020,11,A,10A,12.0,active,Male,White,No SEN,False
137,2020–2021,2020,11,A,10A,12.0,active,Female,Asian,No SEN,False
138,2020–2021,2020,11,A,10A,12.0,active,Female,Other,No SEN,False
139,2020–2021,2020,11,A,10A,12.0,active,Male,White,No SEN,False
140,2020–2021,2020,11,A,10A,12.0,active,Female,Mixed,EHCP,True
141,2020–2021,2020,11,A,10A,12.0,active,Female,White,No SEN,False
142,2020–2021,2020,11,A,10A,12.0,active,Male,White,No SEN,False
143,2020–2021,2020,11,A,10A,12.0,active,Male,White,No SEN,False
144,2020–2021,2020,11,A,10A,12.0,active,Male,Chinese,No SEN,False
145,2020–2021,2020,11,A,10A,12.0,active,Male,White,No SEN,False
146,2020–2021,2020,11,A,10A,12.0,active,Female,White,No SEN,False
147,2020–2021,2020,11,A,10A,12.0,active,Female,White,No SEN,False
148,2020–2021,2020,11,A,10A,12.0,active,Female,White,No SEN,False
149,2020–2021,2020,11,A,10A,12.0,active,Male,White,No SEN,False
150,2020–2021,2020,11,A,10A,12.0,active,Male,White,SEN Support,True
151,2020–2021,2020,11,B,10B,12.0,active,Male,Asian,No SEN,False
152,2020–2021,2020,11,B,10B,12.0,active,Male,White,No SEN,False
153,2020–2021,2020,11,B,10B,12.0,active,Female,White,No SEN,False
154,2020–2021,2020,11,B,10B,12.0,active,Male,White,No SEN,False
155,2020–2021,2020,11,B,10B,12.0,active,Female,Asian,No SEN,False
156,2020–2021,2020,11,B,10B,12.0,active,Male,Mixed,No SEN,False
157,2020–2021,2020,11,B,10B,12.0,active,Female,White,SEN Support,True
158,2020–2021,2020,11,B,10B,12.0,active,Male,Mixed,No SEN,False
159,2020–2021,2020,11,B,10B,12.0,active,Female,White,No SEN,False
160,2020–2021,2020,11,B,10B,12.0,active,Female,White,No SEN,False
161,2020–2021,2020,11,B,10B,12.0,active,Female,White,No SEN,False
162,2020–2021,2020,11,B,10B,12.0,active,Male,White,No SEN,False
163,2020–2021,2020,11,B,10B,12.0,active,Male,White,No SEN,False
164,2020–2021,2020,11,B,10B,12.0,active,Female,Black,No SEN,False
165,2020–2021,2020,11,B,10B,12.0,active,Female,Asian,No SEN,False
166,2020–2021,2020,11,C,10C,12.0,active,Male,Mixed,No SEN,False
167,2020–2021,2020,11,C,10C,12.0,active,Female,White,No SEN,False
168,2020–2021,2020,11,C,10C,12.0,active,Male,White,No SEN,False
169,2020–2021,2020,11,C,10C,12.0,active,Male,Mixed,No SEN,False
170,2020–2021,2020,11,C,10C,12.0,active,Female,White,No SEN,False
171,2020–2021,2020,11,C,10C,12.0,active,Female,White,No SEN,False
172,2020–2021,2020,11,C,10C,12.0,active,Other,White,No SEN,False
173,2020–2021,2020,11,C,10C,12.0,active,Female,Asian,No SEN,False
174,2020–2021,2020,11,C,10C,12.0,active,Female,White,No SEN,False
175,2020–2021,2020,11,C,10C,12.0,active,Male,White,No SEN,False
176,2020–2021,2020,11,C,10C,12.0,active,Male,Asian,No SEN,False
177,2020–2021,2020,11,C,10C,12.0,active,Other,White,SEN Support,True
178,2020–2021,2020,11,C,10C,12.0,active,Male,White,No SEN,False
179,2020–2021,2020,11,C,10C,12.0,active,Female,White,No SEN,False
180,2020–2021,2020,11,C,10C,12.0,active,Female,White,No SEN,False
181,2020–2021,2020,12,A,11A,,graduated,Male,Asian,No SEN,False
182,2020–2021,2020,12,A,11A,,graduated,Male,White,No SEN,False
183,2020–2021,2020,12,A,11A,,graduated,Female,White,No SEN,False
184,2020–2021,2020,12,A,11A,,graduated,Male,Black,No SEN,False
185,2020–2021,2020,12,A,11A,,graduated,Female,Black,No SEN,False
186,2020–2021,2020,12,A,11A,,graduated,Male,Black,No SEN,False
187,2020–2021,2020,12,A,11A,,graduated,Female,White,EHCP,True
188,2020–2021,2020,12,A,11A,,graduated,Female,White,No SEN,False
189,2020–2021,2020,12,A,11A,,graduated,Female,Other,SEN Support,True
190,2020–2021,2020,12,A,11A,,graduated,Female,Asian,No SEN,False
191,2020–2021,2020,12,A,11A,,graduated,Female,White,No SEN,False
192,2020–2021,2020,12,A,11A,,graduated,Male,White,No SEN,False
193,2020–2021,2020,12,A,11A,,graduated,Male,White,No SEN,False
194,2020–2021,2020,12,A,11A,,graduated,Male,Black,SEN Support,True
195,2020–2021,2020,12,A,11A,,graduated,Male,White,SEN Support,True
196,2020–2021,2020,12,B,11B,,graduated,Female,White,SEN Support,True
197,2020–2021,2020,12,B,11B,,graduated,Female,White,No SEN,False
198,2020–2021,2020,12,B,11B,,graduated,Male,Mixed,No SEN,False
199,2020–2021,2020,12,B,11B,,graduated,Female,Asian,No SEN,False
200,2020–2021,2020,12,B,11B,,graduated,Male,White,EHCP,True
201,2020–2021,2020,12,B,11B,,graduated,Female,Asian,No SEN,False
202,2020–2021,2020,12,B,11B,,graduated,Male,Black,No SEN,False
203,2020–2021,2020,12,B,11B,,graduated,Female,White,No SEN,False
204,2020–2021,2020,12,B,11B,,graduated,Male,White,No SEN,False
205,2020–2021,2020,12,B,11B,,graduated,Male,White,EHCP,True
206,2020–2021,2020,12,B,11B,,graduated,Other,Asian,No SEN,False
207,2020–2021,2020,12,B,11B,,graduated,Female,White,No SEN,False
208,2020–2021,2020,12,B,11B,,graduated,Male,White,No SEN,False
209,2020–2021,2020,12,B,11B,,graduated,Male,Asian,No SEN,False
210,2020–2021,2020,12,B,11B,,graduated,Male,White,No SEN,False
211,2020–2021,2020,12,C,11C,,graduated,Male,Black,No SEN,False
212,2020–2021,2020,12,C,11C,,graduated,Male,White,SEN Support,True
213,2020–2021,2020,12,C,11C,,graduated,Female,White,SEN Support,True
214,2020–2021,2020,12,C,11C,,graduated,Male,Mixed,No SEN,False
215,2020–2021,2020,12,C,11C,,graduated,Male,Asian,No SEN,False
216,2020–2021,2020,12,C,11C,,graduated,Male,White,SEN Support,True
217,2020–2021,2020,12,C,11C,,graduated,Female,Asian,No SEN,False
218,2020–2021,2020,12,C,11C,,graduated,Female,Black,No SEN,False
219,2020–2021,2020,12,C,11C,,graduated,Male,White,No SEN,False
220,2020–2021,2020,12,C,11C,,graduated,Male,Other,No SEN,False
221,2020–2021,2020,12,C,11C,,graduated,Female,White,No SEN,False
222,2020–2021,2020,12,C,11C,,graduated,Male,White,EHCP,True
223,2020–2021,2020,12,C,11C,,graduated,Female,White,No SEN,False
224,2020–2021,2020,12,C,11C,,graduated,Female,Black,No SEN,False
225,2020–2021,2020,12,C,11C,,graduated,Female,Mixed,No SEN,False
271,2020–2021,2020,7,A,7A,8.0,new,Female,White,No SEN,False
272,2020–2021,2020,7,A,7A,8.0,new,Male,White,No SEN,False
273,2020–2021,2020,7,A,7A,8.0,new,Female,White,No SEN,False
274,2020–2021,2020,7,A,7A,8.0,new,Male,White,No SEN,False
275,2020–2021,2020,7,A,7A,8.0,new,Other,Black,No SEN,False
276,2020–2021,2020,7,A,7A,8.0,new,Male,Asian,SEN Support,True
277,2020–2021,2020,7,A,7A,8.0,new,Male,White,No SEN,False
278,2020–2021,2020,7,A,7A,8.0,new,Female,Black,No SEN,False
279,2020–2021,2020,7,A,7A,8.0,new,Male,White,No SEN,False
280,2020–2021,2020,7,A,7A,8.0,new,Male,Other,No SEN,False
281,2020–2021,2020,7,A,7A,8.0,new,Female,Mixed,No SEN,False
282,2020–2021,2020,7,A,7A,8.0,new,Male,White,No SEN,False
283,2020–2021,2020,7,A,7A,8.0,new,Male,White,No SEN,False
284,2020–2021,2020,7,A,7A,8.0,new,Male,Black,No SEN,False
285,2020–2021,2020,7,A,7A,8.0,new,Male,White,SEN Support,True
286,2020–2021,2020,7,B,7B,8.0,new,Male,White,SEN Support,True
287,2020–2021,2020,7,B,7B,8.0,new,Female,White,SEN Support,True
288,2020–2021,2020,7,B,7B,8.0,new,Male,White,No SEN,False
289,2020–2021,2020,7,B,7B,8.0,new,Male,White,No SEN,False
290,2020–2021,2020,7,B,7B,8.0,new,Female,Mixed,No SEN,False
291,2020–2021,2020,7,B,7B,8.0,new,Female,Black,No SEN,False
292,2020–2021,2020,7,B,7B,8.0,new,Female,White,No SEN,False
293,2020–2021,2020,7,B,7B,8.0,new,Male,Asian,No SEN,False
294,2020–2021,2020,7,B,7B,8.0,new,Other,White,No SEN,False
295,2020–2021,2020,7,B,7B,8.0,new,Female,Asian,SEN Support,True
296,2020–2021,2020,7,B,7B,8.0,new,Male,Asian,No SEN,False
297,2020–2021,2020,7,B,7B,8.0,new,Female,White,No SEN,False
298,2020–2021,2020,7,B,7B,8.0,new,Male,Mixed,No SEN,False
299,2020–2021,2020,7,B,7B,8.0,new,Male,White,No SEN,False
300,2020–2021,2020,7,B,7B,8.0,new,Male,White,No SEN,False
301,2020–2021,2020,7,C,7C,8.0,new,Female,Asian,No SEN,False
302,2020–2021,2020,7,C,7C,8.0,new,Female,White,No SEN,False
303,2020–2021,2020,7,C,7C,8.0,new,Female,White,No SEN,False
304,2020–2021,2020,7,C,7C,8.0,new,Female,White,No SEN,False
305,2020–2021,2020,7,C,7C,8.0,new,Male,Asian,No SEN,False
306,2020–2021,2020,7,C,7C,8.0,new,Male,White,No SEN,False
307,2020–2021,2020,7,C,7C,8.0,new,Other,White,SEN Support,True
308,2020–2021,2020,7,C,7C,8.0,new,Other,Mixed,No SEN,False
309,2020–2021,2020,7,C,7C,8.0,new,Male,Asian,No SEN,False
310,2020–2021,2020,7,C,7C,8.0,new,Male,White,No SEN,False
311,2020–2021,2020,7,C,7C,8.0,new,Male,White,SEN Support,True
312,2020–2021,2020,7,C,7C,8.0,new,Male,White,No SEN,False
313,2020–2021,2020,7,C,7C,8.0,new,Female,White,No SEN,False
314,2020–2021,2020,7,C,7C,8.0,new,Female,White,No SEN,False
315,2020–2021,2020,7,C,7C,8.0,new,Female,Asian,SEN Support,True
1,2021–2022,2021,9,A,7A,10.0,active,Male,Mixed,No SEN,False
2,2021–2022,2021,9,A,7A,10.0,active,Male,White,No SEN,False
3,2021–2022,2021,9,A,7A,10.0,active,Female,White,No SEN,False
4,2021–2022,2021,9,A,7A,10.0,active,Male,Asian,No SEN,False
5,2021–2022,2021,9,A,7A,10.0,active,Male,White,No SEN,False
6,2021–2022,2021,9,A,7A,10.0,active,Female,Chinese,No SEN,False
7,2021–2022,2021,9,A,7A,10.0,active,Female,White,No SEN,False
8,2021–2022,2021,9,A,7A,10.0,active,Male,White,No SEN,False
9,2021–2022,2021,9,A,7A,10.0,active,Male,Mixed,No SEN,False
10,2021–2022,2021,9,A,7A,10.0,active,Male,White,EHCP,True
11,2021–2022,2021,9,A,7A,10.0,active,Male,Mixed,No SEN,False
12,2021–2022,2021,9,A,7A,10.0,active,Male,White,No SEN,False
13,2021–2022,2021,9,A,7A,10.0,active,Male,White,No SEN,False
14,2021–2022,2021,9,A,7A,10.0,active,Male,Asian,No SEN,False
15,2021–2022,2021,9,A,7A,10.0,active,Male,White,No SEN,False
16,2021–2022,2021,9,B,7B,10.0,active,Female,Asian,No SEN,False
17,2021–2022,2021,9,B,7B,10.0,active,Female,White,No SEN,False
18,2021–2022,2021,9,B,7B,10.0,active,Female,White,No SEN,False
19,2021–2022,2021,9,B,7B,10.0,active,Male,Mixed,No SEN,False
20,2021–2022,2021,9,B,7B,10.0,active,Male,White,No SEN,False
21,2021–2022,2021,9,B,7B,10.0,active,Male,White,No SEN,False
22,2021–2022,2021,9,B,7B,10.0,active,Female,White,SEN Support,True
23,2021–2022,2021,9,B,7B,10.0,active,Female,White,No SEN,False
24,2021–2022,2021,9,B,7B,10.0,active,Female,White,EHCP,True
25,2021–2022,2021,9,B,7B,10.0,active,Female,Mixed,No SEN,False
26,2021–2022,2021,9,B,7B,10.0,active,Male,Black,EHCP,True
27,2021–2022,2021,9,B,7B,10.0,active,Female,Black,No SEN,False
28,2021–2022,2021,9,B,7B,10.0,active,Female,Asian,No SEN,False
29,2021–2022,2021,9,B,7B,10.0,active,Male,Asian,No SEN,False
30,2021–2022,2021,9,B,7B,10.0,active,Female,Mixed,No SEN,False
31,2021–2022,2021,9,C,7C,10.0,active,Male,White,No SEN,False
32,2021–2022,2021,9,C,7C,10.0,active,Male,Black,No SEN,False
33,2021–2022,2021,9,C,7C,10.0,active,Female,Mixed,No SEN,False
34,2021–2022,2021,9,C,7C,10.0,active,Male,White,No SEN,False
35,2021–2022,2021,9,C,7C,10.0,active,Male,White,No SEN,False
36,2021–2022,2021,9,C,7C,10.0,active,Male,White,No SEN,False
37,2021–2022,2021,9,C,7C,10.0,active,Female,White,No SEN,False
38,2021–2022,2021,9,C,7C,10.0,active,Male,Asian,No SEN,False
39,2021–2022,2021,9,C,7C,10.0,active,Male,White,No SEN,False
40,2021–2022,2021,9,C,7C,10.0,active,Female,White,No SEN,False
41,2021–2022,2021,9,C,7C,10.0,active,Female,Chinese,No SEN,False
42,2021–2022,2021,9,C,7C,10.0,active,Other,White,No SEN,False
43,2021–2022,2021,9,C,7C,10.0,active,Male,White,No SEN,False
44,2021–2022,2021,9,C,7C,10.0,active,Female,White,No SEN,False
45,2021–2022,2021,9,C,7C,10.0,active,Male,Asian,No SEN,False
46,2021–2022,2021,10,A,8A,11.0,active,Female,Black,No SEN,False
47,2021–2022,2021,10,A,8A,11.0,active,Female,White,No SEN,False
48,2021–2022,2021,10,A,8A,11.0,active,Female,Asian,No SEN,False
49,2021–2022,2021,10,A,8A,11.0,active,Female,White,SEN Support,True
50,2021–2022,2021,10,A,8A,11.0,active,Female,Black,No SEN,False
51,2021–2022,2021,10,A,8A,11.0,active,Female,Asian,No SEN,False
52,2021–2022,2021,10,A,8A,11.0,active,Male,Asian,No SEN,False
53,2021–2022,2021,10,A,8A,11.0,active,Female,White,No SEN,False
54,2021–2022,2021,10,A,8A,11.0,active,Female,Black,No SEN,False
55,2021–2022,2021,10,A,8A,11.0,active,Male,Mixed,No SEN,False
56,2021–2022,2021,10,A,8A,11.0,active,Female,White,No SEN,False
57,2021–2022,2021,10,A,8A,11.0,active,Male,Asian,SEN Support,True
58,2021–2022,2021,10,A,8A,11.0,active,Female,White,No SEN,False
59,2021–2022,2021,10,A,8A,11.0,active,Female,Black,SEN Support,True
60,2021–2022,2021,10,A,8A,11.0,active,Female,White,No SEN,False
61,2021–2022,2021,10,B,8B,11.0,active,Female,Mixed,No SEN,False
62,2021–2022,2021,10,B,8B,11.0,active,Female,White,No SEN,False
63,2021–2022,2021,10,B,8B,11.0,active,Female,White,No SEN,False
64,2021–2022,2021,10,B,8B,11.0,active,Female,White,No SEN,False
65,2021–2022,2021,10,B,8B,11.0,active,Female,White,No SEN,False
66,2021–2022,2021,10,B,8B,11.0,active,Female,White,No SEN,False
67,2021–2022,2021,10,B,8B,11.0,active,Female,White,EHCP,True
68,2021–2022,2021,10,B,8B,11.0,active,Female,White,No SEN,False
69,2021–2022,2021,10,B,8B,11.0,active,Male,White,No SEN,False
70,2021–2022,2021,10,B,8B,11.0,active,Male,White,No SEN,False
71,2021–2022,2021,10,B,8B,11.0,active,Female,Asian,No SEN,False
72,2021–2022,2021,10,B,8B,11.0,active,Male,White,No SEN,False
73,2021–2022,2021,10,B,8B,11.0,active,Male,Black,No SEN,False
74,2021–2022,2021,10,B,8B,11.0,active,Female,Asian,SEN Support,True
75,2021–2022,2021,10,B,8B,11.0,active,Male,Mixed,No SEN,False
76,2021–2022,2021,10,C,8C,11.0,active,Male,White,No SEN,False
77,2021–2022,2021,10,C,8C,11.0,active,Female,Black,No SEN,False
78,2021–2022,2021,10,C,8C,11.0,active,Female,White,No SEN,False
79,2021–2022,2021,10,C,8C,11.0,active,Male,White,No SEN,False
80,2021–2022,2021,10,C,8C,11.0,active,Male,White,SEN Support,True
81,2021–2022,2021,10,C,8C,11.0,active,Female,Asian,No SEN,False
82,2021–2022,2021,10,C,8C,11.0,active,Female,White,No SEN,False
83,2021–2022,2021,10,C,8C,11.0,active,Female,White,No SEN,False
84,2021–2022,2021,10,C,8C,11.0,active,Female,Other,No SEN,False
85,2021–2022,2021,10,C,8C,11.0,active,Male,Asian,No SEN,False
86,2021–2022,2021,10,C,8C,11.0,active,Female,White,No SEN,False
87,2021–2022,2021,10,C,8C,11.0,active,Female,White,No SEN,False
88,2021–2022,2021,10,C,8C,11.0,active,Male,Asian,No SEN,False
89,2021–2022,2021,10,C,8C,11.0,active,Female,White,No SEN,False
90,2021–2022,2021,10,C,8C,11.0,active,Female,White,No SEN,False
91,2021–2022,2021,11,A,9A,12.0,active,Male,White,No SEN,False
92,2021–2022,2021,11,A,9A,12.0,active,Male,Black,No SEN,False
93,2021–2022,2021,11,A,9A,12.0,active,Male,Mixed,No SEN,False
94,2021–2022,2021,11,A,9A,12.0,active,Male,Asian,No SEN,False
95,2021–2022,2021,11,A,9A,12.0,active,Female,Black,No SEN,False
96,2021–2022,2021,11,A,9A,12.0,active,Female,White,No SEN,False
97,2021–2022,2021,11,A,9A,12.0,active,Male,White,No SEN,False
98,2021–2022,2021,11,A,9A,12.0,active,Female,White,SEN Support,True
99,2021–2022,2021,11,A,9A,12.0,active,Female,White,No SEN,False
100,2021–2022,2021,11,A,9A,12.0,active,Female,White,No SEN,False
101,2021–2022,2021,11,A,9A,12.0,active,Female,Asian,No SEN,False
102,2021–2022,2021,11,A,9A,12.0,active,Female,White,No SEN,False
103,2021–2022,2021,11,A,9A,12.0,active,Female,Black,SEN Support,True
104,2021–2022,2021,11,A,9A,12.0,active,Female,White,No SEN,False
105,2021–2022,2021,11,A,9A,12.0,active,Female,White,SEN Support,True
106,2021–2022,2021,11,B,9B,12.0,active,Male,White,SEN Support,True
107,2021–2022,2021,11,B,9B,12.0,active,Male,White,SEN Support,True
108,2021–2022,2021,11,B,9B,12.0,active,Male,Mixed,No SEN,False
109,2021–2022,2021,11,B,9B,12.0,active,Male,White,No SEN,False
110,2021–2022,2021,11,B,9B,12.0,active,Male,White,No SEN,False
111,2021–2022,2021,11,B,9B,12.0,active,Female,White,No SEN,False
112,2021–2022,2021,11,B,9B,12.0,active,Male,White,No SEN,False
113,2021–2022,2021,11,B,9B,12.0,active,Male,White,No SEN,False
114,2021–2022,2021,11,B,9B,12.0,active,Male,Mixed,No SEN,False
115,2021–2022,2021,11,B,9B,12.0,active,Female,Black,No SEN,False
116,2021–2022,2021,11,B,9B,12.0,active,Female,White,No SEN,False
117,2021–2022,2021,11,B,9B,12.0,active,Female,Asian,No SEN,False
118,2021–2022,2021,11,B,9B,12.0,active,Female,White,SEN Support,True
119,2021–2022,2021,11,B,9B,12.0,active,Male,White,No SEN,False
120,2021–2022,2021,11,B,9B,12.0,active,Male,White,SEN Support,True
121,2021–2022,2021,11,C,9C,12.0,active,Female,White,No SEN,False
122,2021–2022,2021,11,C,9C,12.0,active,Other,White,No SEN,False
123,2021–2022,2021,11,C,9C,12.0,active,Male,White,SEN Support,True
124,2021–2022,2021,11,C,9C,12.0,active,Female,White,No SEN,False
125,2021–2022,2021,11,C,9C,12.0,active,Female,White,SEN Support,True
126,2021–2022,2021,11,C,9C,12.0,active,Female,White,No SEN,False
127,2021–2022,2021,11,C,9C,12.0,active,Female,Chinese,No SEN,False
128,2021–2022,2021,11,C,9C,12.0,active,Female,White,No SEN,False
129,2021–2022,2021,11,C,9C,12.0,active,Female,White,No SEN,False
130,2021–2022,2021,11,C,9C,12.0,active,Female,White,No SEN,False
131,2021–2022,2021,11,C,9C,12.0,active,Female,White,No SEN,False
132,2021–2022,2021,11,C,9C,12.0,active,Male,White,No SEN,False
133,2021–2022,2021,11,C,9C,12.0,active,Female,White,No SEN,False
134,2021–2022,2021,11,C,9C,12.0,active,Male,White,EHCP,True
135,2021–2022,2021,11,C,9C,12.0,active,Female,White,EHCP,True
136,2021–2022,2021,12,A,10A,,graduated,Other,White,No SEN,False
137,2021–2022,2021,12,A,10A,,graduated,Female,White,No SEN,False
138,2021–2022,2021,12,A,10A,,graduated,Female,White,No SEN,False
139,2021–2022,2021,12,A,10A,,graduated,Male,White,No SEN,False
140,2021–2022,2021,12,A,10A,,graduated,Male,White,No SEN,False
141,2021–2022,2021,12,A,10A,,graduated,Male,Asian,SEN Support,True
142,2021–2022,2021,12,A,10A,,graduated,Female,White,No SEN,False
143,2021–2022,2021,12,A,10A,,graduated,Female,White,No SEN,False
144,2021–2022,2021,12,A,10A,,graduated,Male,White,No SEN,False
145,2021–2022,2021,12,A,10A,,graduated,Male,Black,EHCP,True
146,2021–2022,2021,12,A,10A,,graduated,Male,White,No SEN,False
147,2021–2022,2021,12,A,10A,,graduated,Male,White,No SEN,False
148,2021–2022,2021,12,A,10A,,graduated,Female,White,No SEN,False
149,2021–2022,2021,12,A,10A,,graduated,Male,White,No SEN,False
150,2021–2022,2021,12,A,10A,,graduated,Female,White,No SEN,False
151,2021–2022,2021,12,B,10B,,graduated,Female,White,SEN Support,True
152,2021–2022,2021,12,B,10B,,graduated,Female,Black,No SEN,False
153,2021–2022,2021,12,B,10B,,graduated,Male,White,No SEN,False
154,2021–2022,2021,12,B,10B,,graduated,Female,Mixed,No SEN,False
155,2021–2022,2021,12,B,10B,,graduated,Female,Other,No SEN,False
156,2021–2022,2021,12,B,10B,,graduated,Male,White,No SEN,False
157,2021–2022,2021,12,B,10B,,graduated,Female,White,No SEN,False
158,2021–2022,2021,12,B,10B,,graduated,Male,White,No SEN,False
159,2021–2022,2021,12,B,10B,,graduated,Female,White,No SEN,False
160,2021–2022,2021,12,B,10B,,graduated,Female,White,No SEN,False
161,2021–2022,2021,12,B,10B,,graduated,Male,Black,No SEN,False
162,2021–2022,2021,12,B,10B,,graduated,Female,Mixed,SEN Support,True
163,2021–2022,2021,12,B,10B,,graduated,Female,White,No SEN,False
164,2021–2022,2021,12,B,10B,,graduated,Female,White,No SEN,False
165,2021–2022,2021,12,B,10B,,graduated,Female,Asian,No SEN,False
166,2021–2022,2021,12,C,10C,,graduated,Other,Black,No SEN,False
167,2021–2022,2021,12,C,10C,,graduated,Female,Asian,No SEN,False
168,2021–2022,2021,12,C,10C,,graduated,Male,White,No SEN,False
169,2021–2022,2021,12,C,10C,,graduated,Female,White,No SEN,False
170,2021–2022,2021,12,C,10C,,graduated,Male,White,No SEN,False
171,2021–2022,2021,12,C,10C,,graduated,Male,White,No SEN,False
172,2021–2022,2021,12,C,10C,,graduated,Male,White,SEN Support,True
173,2021–2022,2021,12,C,10C,,graduated,Female,White,EHCP,True
174,2021–2022,2021,12,C,10C,,graduated,Female,Mixed,No SEN,False
175,2021–2022,2021,12,C,10C,,graduated,Female,White,No SEN,False
176,2021–2022,2021,12,C,10C,,graduated,Male,White,SEN Support,True
177,2021–2022,2021,12,C,10C,,graduated,Male,White,SEN Support,True
178,2021–2022,2021,12,C,10C,,graduated,Male,White,No SEN,False
179,2021–2022,2021,12,C,10C,,graduated,Female,White,No SEN,False
180,2021–2022,2021,12,C,10C,,graduated,Male,White,No SEN,False
271,2021–2022,2021,8,A,7A,9.0,active,Male,Asian,No SEN,False
272,2021–2022,2021,8,A,7A,9.0,active,Female,White,No SEN,False
273,2021–2022,2021,8,A,7A,9.0,active,Female,White,No SEN,False
274,2021–2022,2021,8,A,7A,9.0,active,Male,White,No SEN,False
275,2021–2022,2021,8,A,7A,9.0,active,Male,Black,No SEN,False
276,2021–2022,2021,8,A,7A,9.0,active,Male,Mixed,No SEN,False
277,2021–2022,2021,8,A,7A,9.0,active,Female,Mixed,No SEN,False
278,2021–2022,2021,8,A,7A,9.0,active,Male,White,No SEN,False
279,2021–2022,2021,8,A,7A,9.0,active,Female,White,No SEN,False
280,2021–2022,2021,8,A,7A,9.0,active,Female,White,No SEN,False
281,2021–2022,2021,8,A,7A,9.0,active,Female,White,EHCP,True
282,2021–2022,2021,8,A,7A,9.0,active,Male,Black,No SEN,False
283,2021–2022,2021,8,A,7A,9.0,active,Male,White,No SEN,False
284,2021–2022,2021,8,A,7A,9.0,active,Male,Black,No SEN,False
285,2021–2022,2021,8,A,7A,9.0,active,Female,Mixed,No SEN,False
286,2021–2022,2021,8,B,7B,9.0,active,Male,White,SEN Support,True
287,2021–2022,2021,8,B,7B,9.0,active,Female,Black,No SEN,False
288,2021–2022,2021,8,B,7B,9.0,active,Male,White,No SEN,False
289,2021–2022,2021,8,B,7B,9.0,active,Female,White,No SEN,False
290,2021–2022,2021,8,B,7B,9.0,active,Female,White,No SEN,False
291,2021–2022,2021,8,B,7B,9.0,active,Female,White,SEN Support,True
292,2021–2022,2021,8,B,7B,9.0,active,Female,White,No SEN,False
293,2021–2022,2021,8,B,7B,9.0,active,Male,White,No SEN,False
294,2021–2022,2021,8,B,7B,9.0,active,Male,White,No SEN,False
295,2021–2022,2021,8,B,7B,9.0,active,Female,White,No SEN,False
296,2021–2022,2021,8,B,7B,9.0,active,Male,White,SEN Support,True
297,2021–2022,2021,8,B,7B,9.0,active,Female,White,No SEN,False
298,2021–2022,2021,8,B,7B,9.0,active,Male,White,No SEN,False
299,2021–2022,2021,8,B,7B,9.0,active,Male,White,No SEN,False
300,2021–2022,2021,8,B,7B,9.0,active,Male,Mixed,SEN Support,True
301,2021–2022,2021,8,C,7C,9.0,active,Female,Mixed,No SEN,False
302,2021–2022,2021,8,C,7C,9.0,active,Male,Asian,No SEN,False
303,2021–2022,2021,8,C,7C,9.0,active,Male,Mixed,No SEN,False
304,2021–2022,2021,8,C,7C,9.0,active,Female,White,No SEN,False
305,2021–2022,2021,8,C,7C,9.0,active,Female,Mixed,No SEN,False
306,2021–2022,2021,8,C,7C,9.0,active,Male,White,No SEN,False
307,2021–2022,2021,8,C,7C,9.0,active,Male,White,No SEN,False
308,2021–2022,2021,8,C,7C,9.0,active,Male,Asian,No SEN,False
309,2021–2022,2021,8,C,7C,9.0,active,Male,White,No SEN,False
