student_id,year,grade,cohort,gender
S000777,2021,7,7B_2021,Male
S000778,2021,7,7B_2021,Female
S000779,2021,7,7B_2021,Female
S000780,2021,7,7B_2021,Male
S000781,2021,7,7B_2021,Male
S000782,2021,7,7B_2021,Male
S000783,2021,7,7B_2021,Female
S000784,2021,7,7B_2021,Female
S000785,2021,7,7B_2021,Female
S000786,2021,7,7B_2021,Male
S000787,2021,7,7B_2021,Male
S000788,2021,7,7B_2021,Female
S000789,2021,7,7B_2021,Female
S000790,2021,7,7B_2021,Male
S000791,2021,7,7B_2021,Female
S000792,2021,7,7B_2021,Female
S000793,2021,7,7B_2021,Male
S000794,2021,7,7B_2021,Female
S000795,2021,7,7B_2021,Male
S000796,2021,7,7B_2021,Male
S000797,2021,7,7B_2021,Male
S000798,2021,7,7B_2021,Male
S000799,2021,7,7B_2021,Male
S000800,2021,7,7B_2021,Male
S000801,2021,7,7C_2021,Male
S000802,2021,7,7C_2021,Female
S000803,2021,7,7C_2021,Male
S000804,2021,7,7C_2021,Male
S000805,2021,7,7C_2021,Female
S000806,2021,7,7C_2021,Female
S000807,2021,7,7C_2021,Female
S000808,2021,7,7C_2021,Male
S000809,2021,7,7C_2021,Female
S000810,2021,7,7C_2021,Male
S000811,2021,7,7C_2021,Male
S000812,2021,7,7C_2021,Male
S000813,2021,7,7C_2021,Male
S000814,2021,7,7C_2021,Female
S000815,2021,7,7C_2021,Female
S000816,2021,7,7C_2021,Male
S000817,2021,7,7C_2021,Male
S000818,2021,7,7C_2021,Male
S000819,2021,7,7C_2021,Female
S000820,2021,7,7C_2021,Male
S000821,2021,7,7C_2021,Male
S000822,2021,7,7C_2021,Female
S000823,2021,7,7C_2021,Female
S000824,2021,7,7C_2021,Male
S000825,2021,7,7C_2021,Female
S000826,2021,7,7D_2021,Female
S000827,2021,7,7D_2021,Male
S000828,2021,7,7D_2021,Female
S000829,2021,7,7D_2021,Male
S000830,2021,7,7D_2021,Female
S000831,2021,7,7D_2021,Male
S000832,2021,7,7D_2021,Male
S000833,2021,7,7D_2021,Male
S000834,2021,7,7D_2021,Female
S000835,2021,7,7D_2021,Male
S000836,2021,7,7D_2021,Female
S000837,2021,7,7D_2021,Male
S000838,2021,7,7D_2021,Male
S000839,2021,7,7D_2021,Female
S000840,2021,7,7D_2021,Male
S000841,2021,7,7D_2021,Male
S000842,2021,7,7D_2021,Female
S000843,2021,7,7D_2021,Male
S000844,2021,7,7D_2021,Male
S000845,2021,7,7D_2021,Male
S000846,2021,7,7D_2021,Male
S000847,2021,7,7D_2021,Female
S000848,2021,7,7D_2021,Female
S000849,2021,7,7D_2021,Male
S000850,2021,7,7D_2021,Female
S000851,2021,7,7E_2021,Male
S000852,2021,7,7E_2021,Female
S000853,2021,7,7E_2021,Male
S000854,2021,7,7E_2021,Male
S000855,2021,7,7E_2021,Male
S000856,2021,7,7E_2021,Male
S000857,2021,7,7E_2021,Male
S000858,2021,7,7E_2021,Male
S000859,2021,7,7E_2021,Female
S000860,2021,7,7E_2021,Male
S000861,2021,7,7E_2021,Female
S000862,2021,7,7E_2021,Male
S000863,2021,7,7E_2021,Female
S000864,2021,7,7E_2021,Female
S000865,2021,7,7E_2021,Female
S000866,2021,7,7E_2021,Male
S000867,2021,7,7E_2021,Male
S000868,2021,7,7E_2021,Female
S000869,2021,7,7E_2021,Male
S000870,2021,7,7E_2021,Female
S000871,2021,7,7E_2021,Male
S000872,2021,7,7E_2021,Female
S000873,2021,7,7E_2021,Female
S000874,2021,7,7E_2021,Male
S000875,2021,7,7E_2021,Female
S000876,2021,8,8A_2021,Male
S000877,2021,8,8A_2021,Female
S000878,2021,8,8A_2021,Female
S000879,2021,8,8A_2021,Male
S000880,2021,8,8A_2021,Male
S000881,2021,8,8A_2021,Male
S000882,2021,8,8A_2021,Female
S000883,2021,8,8A_2021,Male
S000884,2021,8,8A_2021,Female
S000885,2021,8,8A_2021,Female
S000886,2021,8,8A_2021,Male
S000887,2021,8,8A_2021,Male
S000888,2021,8,8A_2021,Female
S000889,2021,8,8A_2021,Female
S000890,2021,8,8A_2021,Male
S000891,2021,8,8A_2021,Male
S000892,2021,8,8A_2021,Male
S000893,2021,8,8A_2021,Male
S000894,2021,8,8A_2021,Male
S000895,2021,8,8A_2021,Female
S000896,2021,8,8A_2021,Female
S000897,2021,8,8A_2021,Female
S000898,2021,8,8A_2021,Female
S000899,2021,8,8A_2021,Male
S000900,2021,8,8A_2021,Male
S000901,2021,8,8B_2021,Male
S000902,2021,8,8B_2021,Female
S000903,2021,8,8B_2021,Female
S000904,2021,8,8B_2021,Male
S000905,2021,8,8B_2021,Male
S000906,2021,8,8B_2021,Female
S000907,2021,8,8B_2021,Female
S000908,2021,8,8B_2021,Male
S000909,2021,8,8B_2021,Male
S000910,2021,8,8B_2021,Female
S000911,2021,8,8B_2021,Male
S000912,2021,8,8B_2021,Male
S000913,2021,8,8B_2021,Male
S000914,2021,8,8B_2021,Female
S000915,2021,8,8B_2021,Female
S000916,2021,8,8B_2021,Female
S000917,2021,8,8B_2021,Female
S000918,2021,8,8B_2021,Female
S000919,2021,8,8B_2021,Female
S000920,2021,8,8B_2021,Female
S000921,2021,8,8B_2021,Male
S000922,2021,8,8B_2021,Male
S000923,2021,8,8B_2021,Male
S000924,2021,8,8B_2021,Male
S000925,2021,8,8B_2021,Male
S000926,2021,8,8C_2021,Male
S000927,2021,8,8C_2021,Male
S000928,2021,8,8C_2021,Female
S000929,2021,8,8C_2021,Female
S000930,2021,8,8C_2021,Male
S000931,2021,8,8C_2021,Male
S000932,2021,8,8C_2021,Female
S000933,2021,8,8C_2021,Male
S000934,2021,8,8C_2021,Male
S000935,2021,8,8C_2021,Female
S000936,2021,8,8C_2021,Male
S000937,2021,8,8C_2021,Female
S000938,2021,8,8C_2021,Male
S000939,2021,8,8C_2021,Female
S000940,2021,8,8C_2021,Female
S000941,2021,8,8C_2021,Female
S000942,2021,8,8C_2021,Male
S000943,2021,8,8C_2021,Female
S000944,2021,8,8C_2021,Male
S000945,2021,8,8C_2021,Male
S000946,2021,8,8C_2021,Male
S000947,2021,8,8C_2021,Male
S000948,2021,8,8C_2021,Female
S000949,2021,8,8C_2021,Female
S000950,2021,8,8C_2021,Male
S000951,2021,8,8D_2021,Male
S000952,2021,8,8D_2021,Female
S000953,2021,8,8D_2021,Male
S000954,2021,8,8D_2021,Female
S000955,2021,8,8D_2021,Male
S000956,2021,8,8D_2021,Male
S000957,2021,8,8D_2021,Female
S000958,2021,8,8D_2021,Male
S000959,2021,8,8D_2021,Female
S000960,2021,8,8D_2021,Male
S000961,2021,8,8D_2021,Male
S000962,2021,8,8D_2021,Male
S000963,2021,8,8D_2021,Female
S000964,2021,8,8D_2021,Male
S000965,2021,8,8D_2021,Male
S000966,2021,8,8D_2021,Male
S000967,2021,8,8D_2021,Male
S000968,2021,8,8D_2021,Female
S000969,2021,8,8D_2021,Female
S000970,2021,8,8D_2021,Male
S000971,2021,8,8D_2021,Female
S000972,2021,8,8D_2021,Male
S000973,2021,8,8D_2021,Male
S000974,2021,8,8D_2021,Male
S000975,2021,8,8D_2021,Female
S000976,2021,8,8E_2021,Female
S000977,2021,8,8E_2021,Female
S000978,2021,8,8E_2021,Female
S000979,2021,8,8E_2021,Female
S000980,2021,8,8E_2021,Female
S000981,2021,8,8E_2021,Female
S000982,2021,8,8E_2021,Female
S000983,2021,8,8E_2021,Female
S000984,2021,8,8E_2021,Male
S000985,2021,8,8E_2021,Female
S000986,2021,8,8E_2021,Female
S000987,2021,8,8E_2021,Female
S000988,2021,8,8E_2021,Female
S000989,2021,8,8E_2021,Female
S000990,2021,8,8E_2021,Female
S000991,2021,8,8E_2021,Female
S000992,2021,8,8E_2021,Female
S000993,2021,8,8E_2021,Female
S000994,2021,8,8E_2021,Female
S000995,2021,8,8E_2021,Female
S000996,2021,8,8E_2021,Male
S000997,2021,8,8E_2021,Male
S000998,2021,8,8E_2021,Female
S000999,2021,8,8E_2021,Female
S001000,2021,8,8E_2021,Male
S001001,2021,9,9A_2021,Female
S001002,2021,9,9A_2021,Male
S001003,2021,9,9A_2021,Male
S001004,2021,9,9A_2021,Male
S001005,2021,9,9A_2021,Male
S001006,2021,9,9A_2021,Male
S001007,2021,9,9A_2021,Female
S001008,2021,9,9A_2021,Male
S001009,2021,9,9A_2021,Female
S001010,2021,9,9A_2021,Female
S001011,2021,9,9A_2021,Male
S001012,2021,9,9A_2021,Male
S001013,2021,9,9A_2021,Female
S001014,2021,9,9A_2021,Male
S001015,2021,9,9A_2021,Male
S001016,2021,9,9A_2021,Female
S001017,2021,9,9A_2021,Female
S001018,2021,9,9A_2021,Male
S001019,2021,9,9A_2021,Female
S001020,2021,9,9A_2021,Male
S001021,2021,9,9A_2021,Male
S001022,2021,9,9A_2021,Male
S001023,2021,9,9A_2021,Female
S001024,2021,9,9A_2021,Female
S001025,2021,9,9A_2021,Female
S001026,2021,9,9B_2021,Female
S001027,2021,9,9B_2021,Female
S001028,2021,9,9B_2021,Male
S001029,2021,9,9B_2021,Male
S001030,2021,9,9B_2021,Male
S001031,2021,9,9B_2021,Male
S001032,2021,9,9B_2021,Female
S001033,2021,9,9B_2021,Male
S001034,2021,9,9B_2021,Female
S001035,2021,9,9B_2021,Male
S001036,2021,9,9B_2021,Female
S001037,2021,9,9B_2021,Female
S001038,2021,9,9B_2021,Male
S001039,2021,9,9B_2021,Male
S001040,2021,9,9B_2021,Male
S001041,2021,9,9B_2021,Male
S001042,2021,9,9B_2021,Female
S001043,2021,9,9B_2021,Male
S001044,2021,9,9B_2021,Male
S001045,2021,9,9B_2021,Female
S001046,2021,9,9B_2021,Male
S001047,2021,9,9B_2021,Male
S001048,2021,9,9B_2021,Male
S001049,2021,9,9B_2021,Male
S001050,2021,9,9B_2021,Male
S001051,2021,9,9C_2021,Female
S001052,2021,9,9C_2021,Male
S001053,2021,9,9C_2021,Male
S001054,2021,9,9C_2021,Male
S001055,2021,9,9C_2021,Male
S001056,2021,9,9C_2021,Male
S001057,2021,9,9C_2021,Female
S001058,2021,9,9C_2021,Male
S001059,2021,9,9C_2021,Female
S001060,2021,9,9C_2021,Female
S001061,2021,9,9C_2021,Male
S001062,2021,9,9C_2021,Male
S001063,2021,9,9C_2021,Male
S001064,2021,9,9C_2021,Male
S001065,2021,9,9C_2021,Female
S001066,2021,9,9C_2021,Male
S001067,2021,9,9C_2021,Male
S001068,2021,9,9C_2021,Male
S001069,2021,9,9C_2021,Male
S001070,2021,9,9C_2021,Male
S001071,2021,9,9C_2021,Male
S001072,2021,9,9C_2021,Female
S001073,2021,9,9C_2021,Female
S001074,2021,9,9C_2021,Male
S001075,2021,9,9C_2021,Male
S001076,2021,9,9D_2021,Male
S001077,2021,9,9D_2021,Female
S001078,2021,9,9D_2021,Male
S001079,2021,9,9D_2021,Female
S001080,2021,9,9D_2021,Male
S001081,2021,9,9D_2021,Male
S001082,2021,9,9D_2021,Male
S001083,2021,9,9D_2021,Male
S001084,2021,9,9D_2021,Female
S001085,2021,9,9D_2021,Female
S001086,2021,9,9D_2021,Male
S001087,2021,9,9D_2021,Male
S001088,2021,9,9D_2021,Female
S001089,2021,9,9D_2021,Female
S001090,2021,9,9D_2021,Female
S001091,2021,9,9D_2021,Female
S001092,2021,9,9D_2021,Male
S001093,2021,9,9D_2021,Female
S001094,2021,9,9D_2021,Male
S001095,2021,9,9D_2021,Female
S001096,2021,9,9D_2021,Female
S001097,2021,9,9D_2021,Female
S001098,2021,9,9D_2021,Female
S001099,2021,9,9D_2021,Female
S001100,2021,9,9D_2021,Male
S001101,2021,9,9E_2021,Male
S001102,2021,9,9E_2021,Female
S001103,2021,9,9E_2021,Female
S001104,2021,9,9E_2021,Male
S001105,2021,9,9E_2021,Female
S001106,2021,9,9E_2021,Female
S001107,2021,9,9E_2021,Male
S001108,2021,9,9E_2021,Female
S001109,2021,9,9E_2021,Female
S001110,2021,9,9E_2021,Male
S001111,2021,9,9E_2021,Male
S001112,2021,9,9E_2021,Male
S001113,2021,9,9E_2021,Female
S001114,2021,9,9E_2021,Male
S001115,2021,9,9E_2021,Male
S001116,2021,9,9E_2021,Male
S001117,2021,9,9E_2021,Male
S001118,2021,9,9E_2021,Male
S001119,2021,9,9E_2021,Male
S001120,2021,9,9E_2021,Female
S001121,2021,9,9E_2021,Female
S001122,2021,9,9E_2021,Male
S001123,2021,9,9E_2021,Male
S001124,2021,9,9E_2021,Male
S001125,2021,9,9E_2021,Female
S001126,2021,10,10A_2021,Female
S001127,2021,10,10A_2021,Female
S001128,2021,10,10A_2021,Female
S001129,2021,10,10A_2021,Female
S001130,2021,10,10A_2021,Female
S001131,2021,10,10A_2021,Female
S001132,2021,10,10A_2021,Female
S001133,2021,10,10A_2021,Female
S001134,2021,10,10A_2021,Male
S001135,2021,10,10A_2021,Male
S001136,2021,10,10A_2021,Male
S001137,2021,10,10A_2021,Male
S001138,2021,10,10A_2021,Female
S001139,2021,10,10A_2021,Female
S001140,2021,10,10A_2021,Male
S001141,2021,10,10A_2021,Female
S001142,2021,10,10A_2021,Male
S001143,2021,10,10A_2021,Female
S001144,2021,10,10A_2021,Male
S001145,2021,10,10A_2021,Female
S001146,2021,10,10A_2021,Female
S001147,2021,10,10A_2021,Male
S001148,2021,10,10A_2021,Female
S001149,2021,10,10A_2021,Male
S001150,2021,10,10A_2021,Male
S001151,2021,10,10B_2021,Male
S001152,2021,10,10B_2021,Male
S001153,2021,10,10B_2021,Female
S001154,2021,10,10B_2021,Female
S001155,2021,10,10B_2021,Female
S001156,2021,10,10B_2021,Male
S001157,2021,10,10B_2021,Female
S001158,2021,10,10B_2021,Male
S001159,2021,10,10B_2021,Female
S001160,2021,10,10B_2021,Female
S001161,2021,10,10B_2021,Female
S001162,2021,10,10B_2021,Male
S001163,2021,10,10B_2021,Female
S001164,2021,10,10B_2021,Female
S001165,2021,10,10B_2021,Male
S001166,2021,10,10B_2021,Female
S001167,2021,10,10B_2021,Male
S001168,2021,10,10B_2021,Female
S001169,2021,10,10B_2021,Male
S001170,2021,10,10B_2021,Male
S001171,2021,10,10B_2021,Female
S001172,2021,10,10B_2021,Male
S001173,2021,10,10B_2021,Male
S001174,2021,10,10B_2021,Male
S001175,2021,10,10B_2021,Male
S001176,2021,10,10C_2021,Male
S001177,2021,10,10C_2021,Male
S001178,2021,10,10C_2021,Female
S001179,2021,10,10C_2021,Male
S001180,2021,10,10C_2021,Male
S001181,2021,10,10C_2021,Female
S001182,2021,10,10C_2021,Female
S001183,2021,10,10C_2021,Female
S001184,2021,10,10C_2021,Female
S001185,2021,10,10C_2021,Female
S001186,2021,10,10C_2021,Female
S001187,2021,10,10C_2021,Female
S001188,2021,10,10C_2021,Male
S001189,2021,10,10C_2021,Male
S001190,2021,10,10C_2021,Female
S001191,2021,10,10C_2021,Male
S001192,2021,10,10C_2021,Male
S001193,2021,10,10C_2021,Male
S001194,2021,10,10C_2021,Female
S001195,2021,10,10C_2021,Female
S001196,2021,10,10C_2021,Male
S001197,2021,10,10C_2021,Female
S001198,2021,10,10C_2021,Male
S001199,2021,10,10C_2021,Male
S001200,2021,10,10C_2021,Male
S001201,2021,10,10D_2021,Male
S001202,2021,10,10D_2021,Female
S001203,2021,10,10D_2021,Female
S001204,2021,10,10D_2021,Female
S001205,2021,10,10D_2021,Male
S001206,2021,10,10D_2021,Female
S001207,2021,10,10D_2021,Male
S001208,2021,10,10D_2021,Female
S001209,2021,10,10D_2021,Male
S001210,2021,10,10D_2021,Male
S001211,2021,10,10D_2021,Male
S001212,2021,10,10D_2021,Female
S001213,2021,10,10D_2021,Female
S001214,2021,10,10D_2021,Female
S001215,2021,10,10D_2021,Female
S001216,2021,10,10D_2021,Male
S001217,2021,10,10D_2021,Female
S001218,2021,10,10D_2021,Female
S001219,2021,10,10D_2021,Male
S001220,2021,10,10D_2021,Male
S001221,2021,10,10D_2021,Male
S001222,2021,10,10D_2021,Female
S001223,2021,10,10D_2021,Male
S001224,2021,10,10D_2021,Male
S001225,2021,10,10D_2021,Male
S001226,2021,10,10E_2021,Female
S001227,2021,10,10E_2021,Male
S001228,2021,10,10E_2021,Female
S001229,2021,10,10E_2021,Female
S001230,2021,10,10E_2021,Male
S001231,2021,10,10E_2021,Male
S001232,2021,10,10E_2021,Female
S001233,2021,10,10E_2021,Male
S001234,2021,10,10E_2021,Male
S001235,2021,10,10E_2021,Female
S001236,2021,10,10E_2021,Female
S001237,2021,10,10E_2021,Male
S001238,2021,10,10E_2021,Female
S001239,2021,10,10E_2021,Male
S001240,2021,10,10E_2021,Male
S001241,2021,10,10E_2021,Male
S001242,2021,10,10E_2021,Female
S001243,2021,10,10E_2021,Male
S001244,2021,10,10E_2021,Male
S001245,2021,10,10E_2021,Male
S001246,2021,10,10E_2021,Female
S001247,2021,10,10E_2021,Female
S001248,2021,10,10E_2021,Female
S001249,2021,10,10E_2021,Female
S001250,2021,10,10E_2021,Female
S001251,2021,11,11A_2021,Male
S001252,2021,11,11A_2021,Female
S001253,2021,11,11A_2021,Female
S001254,2021,11,11A_2021,Female
S001255,2021,11,11A_2021,Male
S001256,2021,11,11A_2021,Female
S001257,2021,11,11A_2021,Female
S001258,2021,11,11A_2021,Male
S001259,2021,11,11A_2021,Female
S001260,2021,11,11A_2021,Male
S001261,2021,11,11A_2021,Male
S001262,2021,11,11A_2021,Male
S001263,2021,11,11A_2021,Male
S001264,2021,11,11A_2021,Male
S001265,2021,11,11A_2021,Female
S001266,2021,11,11A_2021,Male
S001267,2021,11,11A_2021,Male
S001268,2021,11,11A_2021,Female
S001269,2021,11,11A_2021,Male
S001270,2021,11,11A_2021,Female
S001271,2021,11,11A_2021,Female
S001272,2021,11,11A_2021,Female
S001273,2021,11,11A_2021,Male
S001274,2021,11,11A_2021,Male
S001275,2021,11,11A_2021,Male
S001276,2021,11,11B_2021,Female
S001277,2021,11,11B_2021,Male
S001278,2021,11,11B_2021,Male
S001279,2021,11,11B_2021,Male
S001280,2021,11,11B_2021,Female
S001281,2021,11,11B_2021,Female
S001282,2021,11,11B_2021,Male
S001283,2021,11,11B_2021,Male
S001284,2021,11,11B_2021,Male
S001285,2021,11,11B_2021,Male
S001286,2021,11,11B_2021,Female
S001287,2021,11,11B_2021,Female
S001288,2021,11,11B_2021,Female
S001289,2021,11,11B_2021,Female
S001290,2021,11,11B_2021,Male
S001291,2021,11,11B_2021,Male
S001292,2021,11,11B_2021,Male
S001293,2021,11,11B_2021,Female
S001294,2021,11,11B_2021,Male
S001295,2021,11,11B_2021,Female
S001296,2021,11,11B_2021,Female
S001297,2021,11,11B_2021,Male
S001298,2021,11,11B_2021,Male
S001299,2021,11,11B_2021,Male
S001300,2021,11,11B_2021,Female
S001301,2021,11,11C_2021,Male
S001302,2021,11,11C_2021,Female
S001303,2021,11,11C_2021,Male
S001304,2021,11,11C_2021,Female
S001305,2021,11,11C_2021,Female
S001306,2021,11,11C_2021,Male
S001307,2021,11,11C_2021,Female
S001308,2021,11,11C_2021,Female
S001309,2021,11,11C_2021,Male
S001310,2021,11,11C_2021,Female
S001311,2021,11,11C_2021,Male
S001312,2021,11,11C_2021,Female
S001313,2021,11,11C_2021,Male
S001314,2021,11,11C_2021,Male
S001315,2021,11,11C_2021,Female
S001316,2021,11,11C_2021,Female
S001317,2021,11,11C_2021,Female
S001318,2021,11,11C_2021,Female
S001319,2021,11,11C_2021,Female
S001320,2021,11,11C_2021,Male
S001321,2021,11,11C_2021,Female
S001322,2021,11,11C_2021,Male
S001323,2021,11,11C_2021,Male
S001324,2021,11,11C_2021,Female
S001325,2021,11,11C_2021,Male
S001326,2021,11,11D_2021,Male
S001327,2021,11,11D_2021,Male
S001328,2021,11,11D_2021,Male
S001329,2021,11,11D_2021,Female
S001330,2021,11,11D_2021,Male
S001331,2021,11,11D_2021,Female
S001332,2021,11,11D_2021,Female
S001333,2021,11,11D_2021,Male
S001334,2021,11,11D_2021,Female
S001335,2021,11,11D_2021,Female
S001336,2021,11,11D_2021,Female
S001337,2021,11,11D_2021,Male
S001338,2021,11,11D_2021,Female
S001339,2021,11,11D_2021,Female
S001340,2021,11,11D_2021,Female
S001341,2021,11,11D_2021,Male
S001342,2021,11,11D_2021,Female
S001343,2021,11,11D_2021,Male
S001344,2021,11,11D_2021,Male
S001345,2021,11,11D_2021,Male
S001346,2021,11,11D_2021,Male
S001347,2021,11,11D_2021,Male
S001348,2021,11,11D_2021,Male
S001349,2021,11,11D_2021,Female
S001350,2021,11,11D_2021,Male
S001351,2021,11,11E_2021,Female
S001352,2021,11,11E_2021,Female
S001353,2021,11,11E_2021,Male
S001354,2021,11,11E_2021,Female
S001355,2021,11,11E_2021,Female
S001356,2021,11,11E_2021,Female
S001357,2021,11,11E_2021,Female
S001358,2021,11,11E_2021,Male
S001359,2021,11,11E_2021,Female
S001360,2021,11,11E_2021,Male
S001361,2021,11,11E_2021,Female
S001362,2021,11,11E_2021,Female
S001363,2021,11,11E_2021,Male
S001364,2021,11,11E_2021,Female
S001365,2021,11,11E_2021,Female
S001366,2021,11,11E_2021,Female
S001367,2021,11,11E_2021,Male
S001368,2021,11,11E_2021,Female
S001369,2021,11,11E_2021,Male
S001370,2021,11,11E_2021,Female
S001371,2021,11,11E_2021,Male
S001372,2021,11,11E_2021,Male
S001373,2021,11,11E_2021,Female
S001374,2021,11,11E_2021,Female
S001375,2021,11,11E_2021,Male
S001376,2021,12,12A_2021,Male
S001377,2021,12,12A_2021,Female
S001378,2021,12,12A_2021,Male
S001379,2021,12,12A_2021,Female
S001380,2021,12,12A_2021,Female
S001381,2021,12,12A_2021,Female
S001382,2021,12,12A_2021,Female
S001383,2021,12,12A_2021,Male
S001384,2021,12,12A_2021,Female
S001385,2021,12,12A_2021,Male
S001386,2021,12,12A_2021,Female
S001387,2021,12,12A_2021,Male
S001388,2021,12,12A_2021,Female
S001389,2021,12,12A_2021,Male
S001390,2021,12,12A_2021,Male
S001391,2021,12,12A_2021,Female
S001392,2021,12,12A_2021,Female
S001393,2021,12,12A_2021,Female
S001394,2021,12,12A_2021,Female
S001395,2021,12,12A_2021,Male
S001396,2021,12,12A_2021,Female
S001397,2021,12,12A_2021,Male
S001398,2021,12,12A_2021,Male
S001399,2021,12,12A_2021,Female
S001400,2021,12,12A_2021,Male
S001401,2021,12,12B_2021,Male
S001402,2021,12,12B_2021,Male
S001403,2021,12,12B_2021,Male
S001404,2021,12,12B_2021,Female
S001405,2021,12,12B_2021,Female
S001406,2021,12,12B_2021,Female
S001407,2021,12,12B_2021,Female
S001408,2021,12,12B_2021,Male
S001409,2021,12,12B_2021,Male
S001410,2021,12,12B_2021,Female
S001411,2021,12,12B_2021,Female
S001412,2021,12,12B_2021,Female
S001413,2021,12,12B_2021,Male
S001414,2021,12,12B_2021,Female
S001415,2021,12,12B_2021,Female
S001416,2021,12,12B_2021,Female
S001417,2021,12,12B_2021,Male
S001418,2021,12,12B_2021,Male
S001419,2021,12,12B_2021,Male
S001420,2021,12,12B_2021,Male
S001421,2021,12,12B_2021,Male
S001422,2021,12,12B_2021,Male
S001423,2021,12,12B_2021,Male
S001424,2021,12,12B_2021,Male
S001425,2021,12,12B_2021,Female
S001426,2021,12,12C_2021,Female
S001427,2021,12,12C_2021,Male
S001428,2021,12,12C_2021,Male
S001429,2021,12,12C_2021,Female
S001430,2021,12,12C_2021,Male
S001431,2021,12,12C_2021,Male
S001432,2021,12,12C_2021,Male
S001433,2021,12,12C_2021,Female
S001434,2021,12,12C_2021,Female
S001435,2021,12,12C_2021,Female
S001436,2021,12,12C_2021,Female
S001437,2021,12,12C_2021,Female
S001438,2021,12,12C_2021,Male
S001439,2021,12,12C_2021,Female
S001440,2021,12,12C_2021,Male
S001441,2021,12,12C_2021,Male
S001442,2021,12,12C_2021,Female
S001443,2021,12,12C_2021,Female
S001444,2021,12,12C_2021,Male
S001445,2021,12,12C_2021,Male
S001446,2021,12,12C_2021,Male
S001447,2021,12,12C_2021,Female
S001448,2021,12,12C_2021,Female
S001449,2021,12,12C_2021,Female
S001450,2021,12,12C_2021,Female
S001451,2021,12,12D_2021,Female
S001452,2021,12,12D_2021,Male
S001453,2021,12,12D_2021,Female
S001454,2021,12,12D_2021,Male
S001455,2021,12,12D_2021,Male
S001456,2021,12,12D_2021,Male
S001457,2021,12,12D_2021,Female
S001458,2021,12,12D_2021,Female
S001459,2021,12,12D_2021,Female
S001460,2021,12,12D_2021,Male
S001461,2021,12,12D_2021,Male
S001462,2021,12,12D_2021,Male
S001463,2021,12,12D_2021,Male
S001464,2021,12,12D_2021,Male
S001465,2021,12,12D_2021,Male
S001466,2021,12,12D_2021,Female
S001467,2021,12,12D_2021,Female
S001468,2021,12,12D_2021,Female
S001469,2021,12,12D_2021,Female
S001470,2021,12,12D_2021,Male
S001471,2021,12,12D_2021,Male
S001472,2021,12,12D_2021,Female
S001473,2021,12,12D_2021,Male
S001474,2021,12,12D_2021,Female
S001475,2021,12,12D_2021,Female
S001476,2021,12,12E_2021,Female
S001477,2021,12,12E_2021,Male
S001478,2021,12,12E_2021,Female
S001479,2021,12,12E_2021,Female
S001480,2021,12,12E_2021,Female
S001481,2021,12,12E_2021,Male
S001482,2021,12,12E_2021,Male
S001483,2021,12,12E_2021,Female
S001484,2021,12,12E_2021,Male
S001485,2021,12,12E_2021,Male
S001486,2021,12,12E_2021,Male
S001487,2021,12,12E_2021,Male
S001488,2021,12,12E_2021,Male
S001489,2021,12,12E_2021,Male
S001490,2021,12,12E_2021,Male
S001491,2021,12,12E_2021,Male
S001492,2021,12,12E_2021,Male
S001493,2021,12,12E_2021,Male
S001494,2021,12,12E_2021,Female
S001495,2021,12,12E_2021,Female
S001496,2021,12,12E_2021,Male
S001497,2021,12,12E_2021,Female
S001498,2021,12,12E_2021,Female
S001499,2021,12,12E_2021,Male
S001500,2021,12,12E_2021,Male
S001501,2022,7,7A_2022,Male
S001502,2022,7,7A_2022,Female
S001503,2022,7,7A_2022,Female
S001504,2022,7,7A_2022,Male
S001505,2022,7,7A_2022,Male
S001506,2022,7,7A_2022,Male
S001507,2022,7,7A_2022,Female
S001508,2022,7,7A_2022,Female
S001509,2022,7,7A_2022,Female
S001510,2022,7,7A_2022,Female
S001511,2022,7,7A_2022,Male
S001512,2022,7,7A_2022,Male
S001513,2022,7,7A_2022,Male
S001514,2022,7,7A_2022,Male
S001515,2022,7,7A_2022,Female
S001516,2022,7,7A_2022,Female
S001517,2022,7,7A_2022,Male
S001518,2022,7,7A_2022,Male
S001519,2022,7,7A_2022,Female
S001520,2022,7,7A_2022,Male
S001521,2022,7,7A_2022,Female
S001522,2022,7,7A_2022,Male
S001523,2022,7,7A_2022,Male
S001524,2022,7,7A_2022,Male
S001525,2022,7,7A_2022,Male
S001526,2022,7,7B_2022,Male
S001527,2022,7,7B_2022,Male
S001528,2022,7,7B_2022,Male
S001529,2022,7,7B_2022,Female
S001530,2022,7,7B_2022,Female
S001531,2022,7,7B_2022,Female
S001532,2022,7,7B_2022,Female
S001533,2022,7,7B_2022,Female
S001534,2022,7,7B_2022,Male
S001535,2022,7,7B_2022,Male
S001536,2022,7,7B_2022,Female
S001537,2022,7,7B_2022,Male
S001538,2022,7,7B_2022,Female
S001539,2022,7,7B_2022,Female
S001540,2022,7,7B_2022,Male
S001541,2022,7,7B_2022,Male
S001542,2022,7,7B_2022,Male
S001543,2022,7,7B_2022,Female
S001544,2022,7,7B_2022,Male
S001545,2022,7,7B_2022,Female
S001546,2022,7,7B_2022,Female
S001547,2022,7,7B_2022,Female
S001548,2022,7,7B_2022,Male
S001549,2022,7,7B_2022,Male
S001550,2022,7,7B_2022,Female
S001551,2022,7,7C_2022,Male
S001552,2022,7,7C_2022,Male
